id,latitude,longitude,location,vehicle_number,vehicle_type,violation_type,created_datetime,date,hour,day_of_week,month,week,police_station,junction_name,validation_status,center_code,is_named_junction,is_peak_hour,is_main_road_violation,is_large_vehicle
FKID000324,12.9778988,77.5740531,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0316,MOTOR CYCLE,WRONG PARKING,2023-11-28T23:55:46+00:00,2023-11-28,23,Tuesday,2023-11,2023-W48,Upparpet,BTP045 - Danvanthri Road Junction,APPROVED,3,True,False,False,False
FKID000325,12.9778068,77.5741016,"Major T Ramachandrappa Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0317,MOTOR CYCLE,WRONG PARKING,2023-11-28T23:55:46+00:00,2023-11-28,23,Tuesday,2023-11,2023-W48,Upparpet,BTP045 - Danvanthri Road Junction,APPROVED,3,True,False,False,False
FKID000326,12.975721,77.5584973,"G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL0318,MOTOR CYCLE,NO PARKING,2023-11-27T20:36:46+00:00,2023-11-27,20,Monday,2023-11,2023-W48,Magadi Road,No Junction,REJECTED,29,False,True,False,False
FKID000327,12.9270012,77.5863077,"11th Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL0319,CAR,NO PARKING,2023-11-19T02:06:46+00:00,2023-11-19,2,Sunday,2023-11,2023-W46,Jayanagara,"BTP226 - 33rd Cross, 11th Main, Jayanagar",UNKNOWN,25,True,False,False,False
FKID000328,13.0488219,77.5758696,"Kodigehalli Road, Bhadrappa Layout, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",FKN00GL0320,TEMPO,WRONG PARKING,2024-03-10T07:53:46+00:00,2024-03-10,7,Sunday,2024-03,2024-W10,Kodigehalli,No Junction,UNKNOWN,,False,False,False,True
FKID000329,12.961006,77.5833593,"Sunkalpet Road, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0321,CAR,WRONG PARKING,2024-03-13T01:59:46+00:00,2024-03-13,1,Wednesday,2024-03,2024-W11,Halasuru Gate,"BTP168 - MSR Building, JC Road",APPROVED,12,True,False,False,False
FKID000330,12.9250926,77.6759474,"Outer Ring Road, Bellandur Junction, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0322,LGV,WRONG PARKING,2023-11-17T05:50:46+00:00,2023-11-17,5,Friday,2023-11,2023-W46,Bellandur,No Junction,APPROVED,82,False,False,False,False
FKID000331,12.9369277,77.6019391,"Bangalore Dairy Circle, Bannerghatta Road, Lakkasandra, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560029, India",FKN00GL0323,SCOOTER,NO PARKING,2023-11-19T02:44:46+00:00,2023-11-19,2,Sunday,2023-11,2023-W46,Mico Layout,BTP126 - Dairy Circle,REJECTED,31,True,False,False,False
FKID000332,12.9366383,77.5841483,"Sri Nitturu Srinivasarao Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL0324,SCOOTER,WRONG PARKING,2023-11-17T10:01:46+00:00,2023-11-17,10,Friday,2023-11,2023-W46,Jayanagara,BTP218 - Syndicate Bank Junction,APPROVED,25,True,True,False,False
FKID000333,12.9677766,77.5745525,"AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0325,MAXI-CAB,NO PARKING,2023-11-28T23:49:46+00:00,2023-11-28,23,Tuesday,2023-11,2023-W48,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",APPROVED,27,True,False,False,True
FKID000334,12.9975844,77.5485214,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0326,MOTOR CYCLE,NO PARKING,2023-11-30T07:52:46+00:00,2023-11-30,7,Thursday,2023-11,2023-W48,Vijayanagara,BTP027 - Modi Bridge Junction,APPROVED,30,True,False,False,False
FKID000335,13.0709864,77.5876766,"Sahakar Nagar Road, Fortuna Acacia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL0327,SCOOTER,WRONG PARKING,2024-03-10T23:51:46+00:00,2024-03-10,23,Sunday,2024-03,2024-W10,Kodigehalli,No Junction,UNKNOWN,,False,False,False,False
FKID000336,12.9700291,77.6383912,"12th Main Road, Kittur Rani Chennamma Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL0328,CAR,NO PARKING,2023-11-18T08:24:46+00:00,2023-11-18,8,Saturday,2023-11,2023-W46,Jeevanbheemanagar,No Junction,APPROVED,4,False,True,False,False
FKID000337,12.9992559,77.5708282,"8th Cross Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0329,SCOOTER,WRONG PARKING,2023-11-19T00:51:46+00:00,2023-11-19,0,Sunday,2023-11,2023-W46,Malleshwaram,No Junction,APPROVED,19,False,False,False,False
FKID000338,12.9975613,77.5497491,"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0330,MOTOR CYCLE,WRONG PARKING,2023-11-17T09:32:46+00:00,2023-11-17,9,Friday,2023-11,2023-W46,Vijayanagara,BTP027 - Modi Bridge Junction,REJECTED,30,True,True,False,False
FKID000339,12.9992701,77.5696173,"8th Cross Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0331,PASSENGER AUTO,WRONG PARKING,2023-11-19T00:56:46+00:00,2023-11-19,0,Sunday,2023-11,2023-W46,Malleshwaram,No Junction,APPROVED,19,False,False,False,False
FKID000340,12.9848173,77.6018712,"Chandni Chowk Road, Balappa Garden, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",FKN00GL0332,PASSENGER AUTO,NO PARKING,2023-11-19T02:45:46+00:00,2023-11-19,2,Sunday,2023-11,2023-W46,Shivajinagar,BTP211 - Central Street Junction,UNKNOWN,16,True,False,False,False
FKID000341,12.9810278,77.6077343,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0333,SCOOTER,NO PARKING,2023-11-20T03:23:46+00:00,2023-11-20,3,Monday,2023-11,2023-W47,Shivajinagar,BTP051 - Safina Plaza Junction,REJECTED,16,True,False,False,False
FKID000342,12.9123716,77.6380385,"13th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0334,MOTOR CYCLE,WRONG PARKING,2023-11-25T05:00:46+00:00,2023-11-25,5,Saturday,2023-11,2023-W47,HSR Layout,No Junction,UNKNOWN,45,False,False,False,False
FKID000343,12.927851,77.5862265,"11th Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL0335,SCOOTER,NO PARKING,2023-11-19T02:08:46+00:00,2023-11-19,2,Sunday,2023-11,2023-W46,Jayanagara,BTP225 - Geetha Junction,APPROVED,25,True,False,False,False
FKID000344,12.927851,77.5862265,"11th Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL0336,SCOOTER,NO PARKING,2023-11-19T02:26:46+00:00,2023-11-19,2,Sunday,2023-11,2023-W46,Jayanagara,BTP225 - Geetha Junction,APPROVED,25,True,False,False,False
FKID000345,12.9278946,77.5862162,"11th Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL0337,SCOOTER,NO PARKING,2023-11-19T02:27:46+00:00,2023-11-19,2,Sunday,2023-11,2023-W46,Jayanagara,BTP225 - Geetha Junction,APPROVED,25,True,False,False,False
FKID000346,12.9975592,77.5497239,"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0338,MOTOR CYCLE,WRONG PARKING,2023-11-17T09:30:46+00:00,2023-11-17,9,Friday,2023-11,2023-W46,Vijayanagara,BTP027 - Modi Bridge Junction,REJECTED,30,True,True,False,False
FKID000347,12.999295,77.5693502,"Siddavanahalli Krishna Sharma Road, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0339,CAR,WRONG PARKING,2023-11-19T00:59:46+00:00,2023-11-19,0,Sunday,2023-11,2023-W46,Malleshwaram,No Junction,APPROVED,19,False,False,False,False
FKID000348,12.9994804,77.5692828,"Siddavanahalli Krishna Sharma Road, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0340,SCOOTER,WRONG PARKING,2023-11-19T01:00:46+00:00,2023-11-19,1,Sunday,2023-11,2023-W46,Malleshwaram,No Junction,APPROVED,19,False,False,False,False
FKID000349,12.9992591,77.5708781,"8th Cross Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0341,PASSENGER AUTO,WRONG PARKING,2023-11-19T01:23:46+00:00,2023-11-19,1,Sunday,2023-11,2023-W46,Malleshwaram,No Junction,UNKNOWN,19,False,False,False,False
FKID000350,12.9994804,77.5692828,"Siddavanahalli Krishna Sharma Road, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0342,SCOOTER,NO PARKING,2023-11-19T01:55:46+00:00,2023-11-19,1,Sunday,2023-11,2023-W46,Malleshwaram,No Junction,UNKNOWN,19,False,False,False,False
FKID000351,12.9854242,77.5939738,"Ali Asker Road, Embassy Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0343,CAR,NO PARKING,2024-03-14T23:46:46+00:00,2024-03-14,23,Thursday,2024-03,2024-W11,Cubbon Park,BTP166 - Coffee Board Junction,APPROVED,2,True,False,False,False
FKID000352,12.9994804,77.5692828,"Siddavanahalli Krishna Sharma Road, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0344,SCOOTER,NO PARKING,2023-11-19T01:58:46+00:00,2023-11-19,1,Sunday,2023-11,2023-W46,Malleshwaram,No Junction,UNKNOWN,19,False,False,False,False
FKID000353,12.9854378,77.5939989,"Ali Asker Road, Embassy Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0345,PASSENGER AUTO,NO PARKING,2024-03-14T23:45:46+00:00,2024-03-14,23,Thursday,2024-03,2024-W11,Cubbon Park,BTP166 - Coffee Board Junction,APPROVED,2,True,False,False,False
FKID000354,12.9854357,77.5938645,"Ali Asker Road, Embassy Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0346,CAR,NO PARKING,2024-03-14T23:47:46+00:00,2024-03-14,23,Thursday,2024-03,2024-W11,Cubbon Park,BTP166 - Coffee Board Junction,APPROVED,2,True,False,False,False
FKID000355,13.0081742,77.6957807,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL0347,PASSENGER AUTO,WRONG PARKING,2023-11-17T18:47:46+00:00,2023-11-17,18,Friday,2023-11,2023-W46,K.R. Pura,No Junction,APPROVED,15,False,True,False,False
FKID000356,12.9824154,77.6124488,"St John Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL0348,MOTOR CYCLE,NO PARKING,2023-11-19T02:29:46+00:00,2023-11-19,2,Sunday,2023-11,2023-W46,Shivajinagar,No Junction,APPROVED,16,False,False,False,False
FKID000357,12.9646205,77.5829511,"SP Road, Thigalarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0349,MOTOR CYCLE,WRONG PARKING,2023-11-19T01:32:46+00:00,2023-11-19,1,Sunday,2023-11,2023-W46,Halasuru Gate,"BTP080 - NR Road, SP Road Junction",REJECTED,12,True,False,False,False
FKID000358,12.9824154,77.6124488,"St John Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL0350,MOTOR CYCLE,NO PARKING,2023-11-19T02:23:46+00:00,2023-11-19,2,Sunday,2023-11,2023-W46,Shivajinagar,No Junction,APPROVED,16,False,False,False,False
FKID000359,12.9683045,77.5748313,"AS Char Main Road, Santhusapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0351,PASSENGER AUTO,NO PARKING,2023-11-17T04:41:46+00:00,2023-11-17,4,Friday,2023-11,2023-W46,Chamarajpet,"BTP083 - AS Char Street, Mysore Road",APPROVED,27,True,False,False,False
FKID000360,12.980202,77.5709778,"Bhashyam Main Road, Sangolli Rayanna Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL0352,CAR,NO PARKING; WRONG PARKING,2023-11-25T19:05:46+00:00,2023-11-25,19,Saturday,2023-11,2023-W47,Chamarajpet,BTP057 - Anand Rao Junction,REJECTED,27,True,True,False,False
FKID000361,13.0052187,77.6848831,"Old Madras Road, BSNL CACT Building, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL0353,PASSENGER AUTO,WRONG PARKING,2023-11-28T01:58:46+00:00,2023-11-28,1,Tuesday,2023-11,2023-W48,K.R. Pura,No Junction,APPROVED,15,False,False,False,False
FKID000362,12.9825086,77.6125634,"St John Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL0354,SCOOTER,NO PARKING,2023-11-19T02:22:46+00:00,2023-11-19,2,Sunday,2023-11,2023-W46,Shivajinagar,No Junction,APPROVED,16,False,False,False,False
FKID000363,12.9986291,77.5694317,"Siddavanahalli Krishna Sharma Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0355,CAR,NO PARKING,2023-11-30T06:22:46+00:00,2023-11-30,6,Thursday,2023-11,2023-W48,Malleshwaram,No Junction,APPROVED,19,False,False,False,False
FKID000364,12.9728096,77.5789909,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0356,SCOOTER,WRONG PARKING,2024-03-22T22:32:46+00:00,2024-03-22,22,Friday,2024-03,2024-W12,Upparpet,BTP044 - Sagar Theatre Junction,UNKNOWN,3,True,False,False,False
FKID000365,13.0232027,77.5848849,"1st Main Road, Dena Bank Colony, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",FKN00GL0357,CAR,WRONG PARKING,2024-03-14T21:00:46+00:00,2024-03-14,21,Thursday,2024-03,2024-W11,R.T. Nagar,No Junction,APPROVED,21,False,False,False,False
FKID000366,12.9981633,77.5237883,"Laggere Service Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",FKN00GL0358,CAR,PARKING IN A MAIN ROAD; NO PARKING,2023-11-23T07:13:46+00:00,2023-11-23,7,Thursday,2023-11,2023-W47,Peenya,No Junction,UNKNOWN,20,False,False,True,False
FKID000367,12.9758036,77.5707744,"Rao Bahadur DGT Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0359,MAXI-CAB,NO PARKING,2023-11-25T19:24:46+00:00,2023-11-25,19,Saturday,2023-11,2023-W47,Chamarajpet,BTP048 - Shanthala Junction,UNKNOWN,27,True,True,False,True
FKID000368,12.9816871,77.6081331,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0360,CAR,WRONG PARKING,2023-11-30T07:16:46+00:00,2023-11-30,7,Thursday,2023-11,2023-W48,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID000369,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0361,MOTOR CYCLE,NO PARKING; WRONG PARKING; PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC; PARKING IN A MAIN ROAD,2024-03-14T22:40:46+00:00,2024-03-14,22,Thursday,2024-03,2024-W11,HAL Old Airport,No Junction,APPROVED,13,False,False,True,False
FKID000370,12.9649789,77.575239,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0362,CAR,NO PARKING,2023-11-30T19:38:46+00:00,2023-11-30,19,Thursday,2023-11,2023-W48,City Market,"BTP083 - AS Char Street, Mysore Road",REJECTED,28,True,True,False,False
FKID000371,12.964673,77.5750346,"BGS Flyover, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0363,VAN,NO PARKING,2023-11-30T19:33:46+00:00,2023-11-30,19,Thursday,2023-11,2023-W48,City Market,"BTP083 - AS Char Street, Mysore Road",REJECTED,28,True,True,False,True
FKID000372,12.9649144,77.5751757,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0364,LGV,NO PARKING,2023-11-30T19:37:46+00:00,2023-11-30,19,Thursday,2023-11,2023-W48,City Market,"BTP083 - AS Char Street, Mysore Road",REJECTED,28,True,True,False,False
FKID000373,12.964547,77.5744271,"Mysore Road, Chanda Nagar, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0365,VAN,NO PARKING,2023-11-30T19:33:46+00:00,2023-11-30,19,Thursday,2023-11,2023-W48,City Market,"BTP083 - AS Char Street, Mysore Road",REJECTED,28,True,True,False,True
FKID000374,12.9648449,77.5749607,"Mysore Road, Chanda Nagar, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0366,CAR,NO PARKING,2023-11-30T19:37:46+00:00,2023-11-30,19,Thursday,2023-11,2023-W48,City Market,"BTP083 - AS Char Street, Mysore Road",REJECTED,28,True,True,False,False
FKID000375,12.9644235,77.5753357,"Dental College Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0367,MAXI-CAB,NO PARKING,2023-11-30T19:32:46+00:00,2023-11-30,19,Thursday,2023-11,2023-W48,V.V.Puram (C.Pet),BTP082 - KR Market Junction,REJECTED,24,True,True,False,True
FKID000376,12.9648167,77.5748977,"Mysore Road, Chanda Nagar, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL0368,VAN,NO PARKING,2023-11-30T19:36:46+00:00,2023-11-30,19,Thursday,2023-11,2023-W48,City Market,"BTP083 - AS Char Street, Mysore Road",REJECTED,28,True,True,False,True
FKID000377,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0369,MOTOR CYCLE,NO PARKING; WRONG PARKING; PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC; PARKING IN A MAIN ROAD,2024-03-15T00:03:46+00:00,2024-03-15,0,Friday,2024-03,2024-W11,HAL Old Airport,No Junction,APPROVED,13,False,False,True,False
FKID000378,13.0489074,77.6456707,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",FKN00GL0370,CAR,NO PARKING,2023-11-30T19:49:46+00:00,2023-11-30,19,Thursday,2023-11,2023-W48,Hennuru,No Junction,APPROVED,81,False,True,False,False
FKID000379,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0371,SCOOTER,NO PARKING; WRONG PARKING; PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC; PARKING IN A MAIN ROAD,2024-03-15T00:03:46+00:00,2024-03-15,0,Friday,2024-03,2024-W11,HAL Old Airport,No Junction,APPROVED,13,False,False,True,False
FKID000380,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0372,SCOOTER,NO PARKING; WRONG PARKING; PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC; PARKING IN A MAIN ROAD,2024-03-15T00:05:46+00:00,2024-03-15,0,Friday,2024-03,2024-W11,HAL Old Airport,No Junction,APPROVED,13,False,False,True,False
FKID000381,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0373,MOTOR CYCLE,NO PARKING; WRONG PARKING; PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC; PARKING IN A MAIN ROAD,2024-03-15T00:05:46+00:00,2024-03-15,0,Friday,2024-03,2024-W11,HAL Old Airport,No Junction,APPROVED,13,False,False,True,False
FKID000382,12.95908,77.5764494,"Dispensary Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0374,SCOOTER,WRONG PARKING,2024-03-27T16:41:46+00:00,2024-03-27,16,Wednesday,2024-03,2024-W13,City Market,BTP104 - Medical College Circle,UNKNOWN,28,True,False,False,False
FKID000383,12.9548065,77.5817926,"Lalbagh Fort Road, Sudhama Nagar, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL0375,SCOOTER,WRONG PARKING,2023-11-30T07:11:46+00:00,2023-11-30,7,Thursday,2023-11,2023-W48,City Market,BTP119 - Minerva Circle,APPROVED,28,True,False,False,False
FKID000384,12.9678593,77.578561,"Avenue Road, Avenue Circle, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0376,MOPED,WRONG PARKING,2023-11-30T05:16:46+00:00,2023-11-30,5,Thursday,2023-11,2023-W48,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID000385,12.9170516,77.5000243,"Global City Tech Park Road, Mylasandra Village, Mylasandara, Bengaluru, Karnataka. Pin-560059 (India)",FKN00GL0377,SCOOTER,WRONG PARKING,2023-11-30T05:21:46+00:00,2023-11-30,5,Thursday,2023-11,2023-W48,Kengeri,No Junction,APPROVED,42,False,False,False,False
FKID000386,12.9287283,77.609365,"Thavarekere Main Road, Chikka Adugodi, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",FKN00GL0378,PASSENGER AUTO,PARKING IN A MAIN ROAD; WRONG PARKING,2023-11-30T07:22:46+00:00,2023-11-30,7,Thursday,2023-11,2023-W48,Mico Layout,No Junction,APPROVED,31,False,False,True,False
FKID000387,12.9636786,77.5771735,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0379,LGV,WRONG PARKING; DEFECTIVE NUMBER PLATE,2023-11-30T02:14:46+00:00,2023-11-30,2,Thursday,2023-11,2023-W48,City Market,BTP082 - KR Market Junction,REJECTED,28,True,False,False,False
FKID000388,12.9465702,77.5661988,"Dr Masti Venkatesh Iyengar Road, Gavipuram Extension, Bengaluru, Karnataka. Pin-560004 (India)",FKN00GL0380,LGV,WRONG PARKING,2024-03-15T00:06:46+00:00,2024-03-15,0,Friday,2024-03,2024-W11,Basavanagudi,BTP215 - Vanivillas Junction,APPROVED,7,True,False,False,False
FKID000389,12.9638524,77.57713,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0381,SCOOTER,WRONG PARKING,2023-11-30T02:05:46+00:00,2023-11-30,2,Thursday,2023-11,2023-W48,City Market,BTP082 - KR Market Junction,REJECTED,28,True,False,False,False
FKID000390,12.9635903,77.5766596,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0382,GOODS AUTO,WRONG PARKING,2024-03-27T16:36:46+00:00,2024-03-27,16,Wednesday,2024-03,2024-W13,City Market,BTP082 - KR Market Junction,UNKNOWN,28,True,False,False,True
FKID000391,12.9637605,77.5772144,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0383,PASSENGER AUTO,WRONG PARKING,2023-11-30T01:56:46+00:00,2023-11-30,1,Thursday,2023-11,2023-W48,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID000392,12.96326,77.5764467,"KR Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0384,CAR,WRONG PARKING,2024-03-27T16:38:46+00:00,2024-03-27,16,Wednesday,2024-03,2024-W13,City Market,BTP082 - KR Market Junction,UNKNOWN,28,True,False,False,False
FKID000393,12.9794685,77.6036635,"Lady Curzon Road, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0385,CAR,WRONG PARKING,2023-11-30T00:53:46+00:00,2023-11-30,0,Thursday,2023-11,2023-W48,Shivajinagar,BTP211 - Central Street Junction,APPROVED,16,True,False,False,False
FKID000394,12.9289767,77.60935,"3rd Cross Road, Bovi Colony, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",FKN00GL0386,GOODS AUTO,PARKING IN A MAIN ROAD; WRONG PARKING,2023-11-30T07:23:46+00:00,2023-11-30,7,Thursday,2023-11,2023-W48,Mico Layout,No Junction,APPROVED,31,False,False,True,True
FKID000395,12.9879233,77.7339496,"Whitefield Road, Hoodi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",FKN00GL0387,MOTOR CYCLE,PARKING ON FOOTPATH; NO PARKING,2023-12-19T05:01:46+00:00,2023-12-19,5,Tuesday,2023-12,2023-W51,Mahadevapura,No Junction,UNKNOWN,84,False,False,True,False
FKID000396,12.9794718,77.6036268,"Lady Curzon Road, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0388,CAR,WRONG PARKING,2023-11-30T00:53:46+00:00,2023-11-30,0,Thursday,2023-11,2023-W48,Shivajinagar,BTP211 - Central Street Junction,APPROVED,16,True,False,False,False
FKID000397,12.99126,77.58856,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0389,SCOOTER,WRONG PARKING,2023-11-30T04:14:46+00:00,2023-11-30,4,Thursday,2023-11,2023-W48,High ground,BTP032 - Windsor Circle,REJECTED,11,True,False,False,False
FKID000398,12.967872,77.5785587,"6th Cross Road, Kumberpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0390,MOPED,WRONG PARKING,2023-11-30T05:15:46+00:00,2023-11-30,5,Thursday,2023-11,2023-W48,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID000399,12.9990317,77.5485132,"3rd Main Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0391,MOPED,WRONG PARKING,2024-03-22T22:24:46+00:00,2024-03-22,22,Friday,2024-03,2024-W12,Rajajinagar,BTP027 - Modi Bridge Junction,UNKNOWN,6,True,False,False,False
FKID000400,12.9715553,77.5075457,"Kengeri Main Road, Papareddypalya Circle, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",FKN00GL0392,CAR,NO PARKING,2023-11-19T02:52:46+00:00,2023-11-19,2,Sunday,2023-11,2023-W46,Jnanabharathi,No Junction,APPROVED,85,False,False,False,False
FKID000401,12.9832102,77.6093403,"Laxmana Mudaliar Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",FKN00GL0393,SCOOTER,WRONG PARKING,2023-11-19T03:38:46+00:00,2023-11-19,3,Sunday,2023-11,2023-W46,Shivajinagar,No Junction,APPROVED,16,False,False,False,False
