hotspot_id,hotspot_type,hotspot_name,police_station,latitude,longitude,violation_count,unique_vehicle_count,repeat_vehicle_count,large_vehicle_share,main_road_violation_share,peak_hour_share,active_days,latest_datetime,top_violation_type,hotspot_severity
U-c12138e2,Discovered Unknown,Unknown Hotspot U-0156,Byatarayanapura,12.9360188,77.5179346,393,373,0,0.0254,0.056,0.0967,62,2024-04-07T07:06:46+00:00,WRONG PARKING,47.36
U-64f65dda,Discovered Unknown,Unknown Hotspot U-0069,K.R. Pura,13.0458741,77.7503298,217,209,1,0.1198,0.3088,0.0691,83,2024-04-06T20:26:46+00:00,NO PARKING,47.3
N-10dee132,Named Junction,"BTP206 - Shankara Mutt Circle, Vijayanagar",Vijayanagara,12.9985979,77.5414125,710,580,9,0.0225,0.0225,0.038,86,2024-04-04T22:29:46+00:00,WRONG PARKING,47.23
N-7952534b,Named Junction,"BTP024 - NPS, Vijayanagar",Magadi Road,12.9826246,77.548865,565,465,11,0.0885,0.0372,0.0637,79,2024-04-06T21:44:46+00:00,WRONG PARKING,47.18
N-95d38317,Named Junction,"BTP210 - 50th cross, 12th Main , Rajajinagar",Rajajinagar,12.9869792,77.5551246,455,409,10,0.0593,0.0022,0.0527,105,2024-04-08T08:46:46+00:00,WRONG PARKING,47.16
N-4ab405ec,Named Junction,BTP044 - Sagar Theatre Junction,City Market,12.9726174,77.5772994,500,466,26,0.026,0.002,0.02,104,2024-04-07T22:42:46+00:00,WRONG PARKING,47.15
U-b8b2e331,Discovered Unknown,Unknown Hotspot U-0170,R.T. Nagar,13.0054991,77.5936226,200,172,1,0.07,0.055,0.235,56,2024-04-04T23:05:46+00:00,NO PARKING,47.06
U-082f8234,Discovered Unknown,Unknown Hotspot U-0046,Thalagattapura,12.8885892,77.5626791,351,334,1,0.0057,0.0085,0.0712,78,2024-04-08T04:26:46+00:00,NO PARKING,47.05
U-6e374766,Discovered Unknown,Unknown Hotspot U-0092,Kamakshipalya,12.9896367,77.5018687,374,363,1,0.016,0.0749,0.0348,79,2024-04-08T06:21:46+00:00,NO PARKING,46.93
U-76da9b15,Discovered Unknown,Unknown Hotspot U-0059,Halasur,12.9789284,77.6287535,274,240,0,0.1423,0.6204,0.0255,67,2024-04-06T02:07:46+00:00,WRONG PARKING,46.89
N-de813f8d,Named Junction,BTP172 - Nanjappa Circle,Ashok Nagar,12.9617021,77.5994891,776,481,30,0.0168,0.0026,0.0271,66,2024-04-03T23:09:46+00:00,NO PARKING,46.81
U-047545b9,Discovered Unknown,Unknown Hotspot U-0191,Electronic City,12.8404837,77.6768805,416,380,2,0.0505,0.3486,0.1611,37,2024-04-02T05:25:46+00:00,NO PARKING,46.77
N-2b045709,Named Junction,BTP043 - Upparpet Junction,Upparpet,12.9741837,77.5746187,378,347,19,0.1164,0.0265,0.0741,84,2024-04-06T04:58:46+00:00,WRONG PARKING,46.75
N-e6193522,Named Junction,BTP167 - JC Road Junction,City Market,12.95826,77.5812433,368,333,1,0.1304,0.0707,0.1875,71,2024-04-04T02:42:46+00:00,WRONG PARKING,46.61
N-83d9224b,Named Junction,"BTP189 - New Diagonal Road, Jayanagar",Jayanagara,12.9281123,77.5806976,602,442,18,0.01,0.0083,0.0465,80,2024-04-06T00:46:46+00:00,NO PARKING,46.53
N-050e77e7,Named Junction,BTP180 - Swagath Poornima Theatre,Halasuru Gate,12.9610472,77.5874871,195,145,3,0.359,0.041,0.2513,58,2024-04-06T03:54:46+00:00,NO PARKING,46.51
U-eee7805c,Discovered Unknown,Unknown Hotspot U-0125,Banaswadi,13.0222773,77.6385524,248,246,0,0.0081,0.004,0.2097,50,2024-04-07T01:34:46+00:00,WRONG PARKING,46.43
U-e89e18bb,Discovered Unknown,Unknown Hotspot U-0108,Rajajinagar,13.0088163,77.5430917,259,238,7,0.0347,0.0425,0.0734,67,2024-04-08T00:43:46+00:00,WRONG PARKING,46.35
U-0d4a69da,Discovered Unknown,Unknown Hotspot U-0255,HAL Old Airport,12.9565992,77.7085886,76,72,0,0.8158,0.0,0.5,12,2024-04-01T20:44:46+00:00,WRONG PARKING,46.25
N-e4244b5d,Named Junction,"BTP226 - 33rd Cross, 11th Main, Jayanagar",Jayanagara,12.9259266,77.5856327,492,448,2,0.0163,0.315,0.0691,94,2024-04-07T04:31:46+00:00,NO PARKING,46.15
N-33c3fcc9,Named Junction,BTP057 - Anand Rao Junction,Sheshadripuram,12.9811778,77.5728234,154,128,6,0.1753,0.039,0.5195,60,2024-04-05T23:04:46+00:00,WRONG PARKING,46.0
U-2746b729,Discovered Unknown,Unknown Hotspot U-0041,R.T. Nagar,13.0229226,77.5928981,464,435,1,0.0194,0.0151,0.0668,39,2024-03-09T21:40:46+00:00,WRONG PARKING,45.91
U-439c24ac,Discovered Unknown,Unknown Hotspot U-0084,Adugodi,12.9257818,77.6336206,194,174,0,0.1753,0.134,0.0722,57,2024-04-08T03:29:46+00:00,NO PARKING,45.9
N-3b915859,Named Junction,BTP136 - Hosur-Tavarkere Road Junction,Mico Layout,12.9339667,77.6080774,294,268,10,0.0986,0.3741,0.1395,84,2024-04-07T02:02:46+00:00,NO PARKING,45.82
U-4a68abb0,Discovered Unknown,Unknown Hotspot U-0218,Chikkabanavara,13.0488911,77.4974657,137,123,0,0.2555,0.5839,0.1752,42,2024-04-08T06:53:46+00:00,PARKING IN A MAIN ROAD,45.74
U-d492ae67,Discovered Unknown,Unknown Hotspot U-0082,Electronic City,12.8189133,77.6887944,237,226,0,0.0422,0.6709,0.1857,45,2024-04-08T06:15:46+00:00,WRONG PARKING,45.73
N-01a6c93e,Named Junction,"BTP115 - Sahasra Hospital, Jayanagar",Jayanagara,12.9173571,77.5741261,198,178,5,0.3586,0.0253,0.0657,77,2024-04-07T22:01:46+00:00,NO PARKING,45.53
U-b9ded50b,Discovered Unknown,Unknown Hotspot U-0253,Byatarayanapura,12.9480487,77.5346006,119,114,0,0.3193,0.521,0.2185,37,2024-04-03T05:57:46+00:00,NO PARKING,45.52
U-4d281c47,Discovered Unknown,Unknown Hotspot U-0136,Malleshwaram,13.0153323,77.5552015,184,184,1,0.0815,0.6957,0.2065,45,2024-04-07T00:17:46+00:00,NO PARKING,45.48
N-6fcdb24b,Named Junction,"BTP080 - NR Road, SP Road Junction",City Market,12.9633173,77.5812116,398,346,9,0.093,0.0553,0.1181,65,2024-04-07T03:38:46+00:00,WRONG PARKING,45.46
N-19fcd432,Named Junction,BTP208 - Havanur Circle,Vijayanagara,12.9886218,77.5376877,459,404,4,0.0087,0.061,0.085,79,2024-04-08T00:44:46+00:00,WRONG PARKING,45.4
U-51207169,Discovered Unknown,Unknown Hotspot U-0045,High ground,12.9935912,77.5898432,446,326,20,0.0,0.0224,0.1256,30,2024-03-27T03:49:46+00:00,WRONG PARKING,45.29
U-451d4eab,Discovered Unknown,Unknown Hotspot U-0117,Yelahanka,13.0936355,77.5942196,403,311,8,0.0099,0.005,0.0769,38,2024-04-07T05:17:46+00:00,WRONG PARKING,45.23
N-a8804a13,Named Junction,"BTP033 - Sophia High School, Sankey Road",High ground,12.9904445,77.5886655,208,157,53,0.0048,0.0,0.2163,51,2024-04-07T03:45:46+00:00,WRONG PARKING,45.15
U-c138ca91,Discovered Unknown,Unknown Hotspot U-0171,Vijayanagara,12.9643486,77.5411404,383,330,3,0.0104,0.0157,0.0131,48,2024-04-08T04:48:46+00:00,WRONG PARKING,45.04
N-37c53a41,Named Junction,BTP215 - Vanivillas Junction,Basavanagudi,12.9458666,77.5702647,409,391,5,0.022,0.0318,0.0122,101,2024-04-08T02:49:46+00:00,NO PARKING,45.03
U-1e53ec47,Discovered Unknown,Unknown Hotspot U-0102,Jalahalli,13.0572875,77.5469449,217,187,2,0.0184,0.0184,0.0507,70,2024-04-07T23:14:46+00:00,NO PARKING,44.99
U-860aeb22,Discovered Unknown,Unknown Hotspot U-0091,Upparpet,12.9788182,77.5816307,186,178,10,0.0591,0.0,0.0538,62,2024-04-07T04:35:46+00:00,WRONG PARKING,44.81
U-147a0e69,Discovered Unknown,Unknown Hotspot U-0099,Whitefield,12.8966489,77.7200507,174,173,0,0.0632,0.092,0.092,71,2024-04-08T02:00:46+00:00,WRONG PARKING,44.68
U-12cee03d,Discovered Unknown,Unknown Hotspot U-0130,Pulikeshinagar(F.Town),12.9874386,77.6186903,219,188,1,0.0228,0.0822,0.0639,60,2024-04-08T06:01:46+00:00,NO PARKING,44.56
U-a7079eda,Discovered Unknown,Unknown Hotspot U-0098,Yeshwanthpura,13.0338245,77.5578323,300,274,0,0.0467,0.5967,0.0933,38,2024-03-24T05:10:46+00:00,NO PARKING,44.5
N-b672bf35,Named Junction,BTP041 - Gopal Gowda Circle,Cubbon Park,12.9772959,77.5902652,378,335,3,0.0106,0.1534,0.3333,45,2024-04-07T19:21:46+00:00,NO PARKING,44.47
U-495638b8,Discovered Unknown,Unknown Hotspot U-0197,Wilson Garden,12.9382689,77.5926256,106,77,2,0.3019,0.0,0.0,64,2024-04-08T02:54:46+00:00,NO PARKING,44.27
U-cf16d44d,Discovered Unknown,Unknown Hotspot U-0178,Byatarayanapura,12.9403093,77.5243791,196,189,0,0.1276,0.0714,0.1378,36,2024-04-08T06:04:46+00:00,WRONG PARKING,44.08
U-ae693b7b,Discovered Unknown,Unknown Hotspot U-0123,Chikkajala,13.184063,77.6876371,241,223,5,0.0747,0.0083,0.0041,44,2024-03-23T02:53:46+00:00,WRONG PARKING,43.94
U-ee669af7,Discovered Unknown,Unknown Hotspot U-0043,Bellandur,12.9036684,77.7042074,140,131,1,0.0357,0.0,0.2,50,2024-04-07T05:44:46+00:00,WRONG PARKING,43.91
U-0247ded6,Discovered Unknown,Unknown Hotspot U-0223,Yelahanka,13.1219377,77.6114939,87,85,0,0.5172,0.0115,0.1839,28,2024-04-04T21:49:46+00:00,WRONG PARKING,43.75
U-fd5121dc,Discovered Unknown,Unknown Hotspot U-0203,Adugodi,12.9372154,77.6270648,114,112,0,0.0088,0.0088,0.2632,63,2024-04-02T08:43:46+00:00,WRONG PARKING,43.73
N-db316af4,Named Junction,BTP068 - Veeresh Theatre Junction,Vijayanagara,12.9769534,77.5454316,417,277,18,0.0048,0.0144,0.0719,55,2024-04-07T02:44:46+00:00,NO PARKING,43.53
N-1e9d5981,Named Junction,BTP219 - Canara Bank Junction,Jayanagara,12.9311672,77.584537,358,351,0,0.0056,0.0251,0.0447,85,2024-04-08T05:12:46+00:00,NO PARKING,43.2
U-a7e19b6b,Discovered Unknown,Unknown Hotspot U-0172,Adugodi,12.9363858,77.6172772,138,132,1,0.0507,0.1232,0.1884,43,2024-04-06T02:28:46+00:00,NO PARKING,43.12
U-7f95a75a,Discovered Unknown,Unknown Hotspot U-0213,Wilson Garden,12.9461451,77.5878151,124,110,1,0.0,0.0887,0.5081,26,2024-04-06T20:29:46+00:00,NO PARKING,43.1
N-f6ae8e50,Named Junction,BTP130 - GD Mara Junction,Mico Layout,12.9081999,77.6009898,498,396,10,0.0161,0.0382,0.006,55,2024-04-08T00:44:46+00:00,NO PARKING,42.92
N-98d1ff4a,Named Junction,"BTP163 - 16th Main Road, BTM Layout",Mico Layout,12.9149953,77.6085201,364,341,0,0.0659,0.0027,0.1044,55,2024-04-07T06:38:46+00:00,NO PARKING,42.92
U-2a15430f,Discovered Unknown,Unknown Hotspot U-0150,Kamakshipalya,12.9871226,77.5195473,241,208,0,0.0207,0.0041,0.1992,28,2024-04-07T21:31:46+00:00,NO PARKING,42.86
N-de2732a7,Named Junction,BTP069 - MC Circle,Magadi Road,12.9751012,77.5482804,256,231,1,0.1445,0.0312,0.0391,72,2024-04-06T05:35:46+00:00,WRONG PARKING,42.85
U-838f2a9f,Discovered Unknown,Unknown Hotspot U-0180,Yeshwanthpura,13.0189546,77.5532821,63,61,0,0.1905,0.2857,0.6825,27,2024-04-07T19:59:46+00:00,WRONG PARKING,42.82
U-0528ec4e,Discovered Unknown,Unknown Hotspot U-0139,Rajajinagar,13.0017796,77.5257616,143,121,2,0.1119,0.5874,0.049,48,2024-04-08T06:34:46+00:00,NO PARKING,42.81
U-d4afc73a,Discovered Unknown,Unknown Hotspot U-0001,Madiwala,12.925784,77.6191104,204,131,7,0.1275,0.0098,0.1814,23,2024-04-03T04:40:46+00:00,NO PARKING,42.78
U-8bc09b70,Discovered Unknown,Unknown Hotspot U-0035,Bellandur,12.9068096,77.6966917,204,198,0,0.1373,0.0,0.0882,31,2024-04-04T06:12:46+00:00,WRONG PARKING,42.74
U-8e1195ad,Discovered Unknown,Unknown Hotspot U-0016,Banashankari,12.9349846,77.5365009,241,137,9,0.0249,0.0,0.0083,36,2024-03-04T21:51:46+00:00,NO PARKING,42.55
N-5238b46a,Named Junction,BTP076 - Hudson Circle,Halasuru Gate,12.9679927,77.5888372,275,265,1,0.0727,0.0436,0.0545,76,2024-04-08T01:42:46+00:00,NO PARKING,42.54
N-d16ec81b,Named Junction,"BTP170 - Dr. Bheem Rao Palace, Chord Road",Vijayanagara,12.9900754,77.5504762,199,145,12,0.1206,0.1809,0.2211,50,2024-04-01T23:42:46+00:00,WRONG PARKING,42.52
N-0e2a889b,Named Junction,BTP140 - Madiwala Check Post,Mico Layout,12.9303006,77.6096912,110,88,3,0.4273,0.7455,0.3818,47,2024-03-20T21:09:46+00:00,WRONG PARKING,42.49
N-9d88528b,Named Junction,BTP126 - Dairy Circle,Mico Layout,12.9364045,77.6026033,213,195,3,0.1408,0.4836,0.0188,82,2024-04-08T00:50:46+00:00,WRONG PARKING,42.45
U-31ad42b6,Discovered Unknown,Unknown Hotspot U-0009,HSR Layout,12.9172271,77.6517215,176,169,0,0.0,0.0,0.0398,60,2024-04-08T06:14:46+00:00,WRONG PARKING,42.28
N-bd083a57,Named Junction,BTP018 - Dhobi Ghat Junction,Vijayanagara,12.9878376,77.5492642,213,194,11,0.0516,0.1127,0.2629,49,2024-04-05T23:56:46+00:00,WRONG PARKING,42.22
U-f1352255,Discovered Unknown,Unknown Hotspot U-0113,Mahadevapura,13.0046674,77.7571085,168,165,0,0.0417,0.0417,0.0119,61,2024-04-07T07:42:46+00:00,NO PARKING,42.19
U-ef1f763d,Discovered Unknown,Unknown Hotspot U-0141,Vijayanagara,12.9688915,77.545569,211,192,1,0.0095,0.0,0.0427,40,2024-03-28T21:11:46+00:00,NO PARKING,42.12
N-82a2a9e2,Named Junction,"BTP182 - 19th Main Junction, Rajajinagar",Rajajinagar,12.996562,77.5515603,299,261,8,0.0301,0.0368,0.0368,66,2024-04-08T04:17:46+00:00,WRONG PARKING,42.06
N-ad42d0e2,Named Junction,BTP220 - Puttanna Junction,Jayanagara,12.9288446,77.5828285,294,278,1,0.0,0.0136,0.0034,91,2024-04-07T00:26:46+00:00,NO PARKING,42.05
U-4f4791fa,Discovered Unknown,Unknown Hotspot U-0296,Byatarayanapura,12.9501882,77.5223018,136,92,4,0.4338,0.6838,0.2941,12,2024-03-17T06:15:46+00:00,PARKING IN A MAIN ROAD,42.04
U-7765280c,Discovered Unknown,Unknown Hotspot U-0093,Sadashivanagar,13.007385,77.5792626,182,164,1,0.011,0.2143,0.0714,42,2024-04-05T21:43:46+00:00,NO PARKING,42.02
U-32926ee3,Discovered Unknown,Unknown Hotspot U-0275,Mico Layout,12.9135991,77.6053213,333,297,1,0.03,0.003,0.006,31,2024-03-30T23:55:46+00:00,NO PARKING,41.89
U-04ff2203,Discovered Unknown,Unknown Hotspot U-0165,Jalahalli,13.0509516,77.5526774,187,175,1,0.0267,0.2032,0.0053,46,2024-04-05T22:36:46+00:00,NO PARKING,41.87
N-ad921a31,Named Junction,BTP008 - Navarang Theatre,Rajajinagar,12.9981231,77.5533361,224,184,12,0.0357,0.0045,0.0804,70,2024-04-05T20:41:46+00:00,WRONG PARKING,41.85
N-e9c31dd4,Named Junction,BTP078 - NR Square Junction,Halasuru Gate,12.9658734,77.5854068,244,197,4,0.1475,0.0205,0.0287,65,2024-04-06T23:10:46+00:00,WRONG PARKING,41.84
N-6dc16f5d,Named Junction,"BTP197 - 9th Cross, 24th Main, JP Nagar",J.P. Nagar,12.9115495,77.58599,284,270,0,0.0211,0.0951,0.1056,66,2024-03-31T01:35:46+00:00,WRONG PARKING,41.8
N-ecc54442,Named Junction,BTP225 - Geetha Junction,Jayanagara,12.9283381,77.5858736,287,275,1,0.0174,0.0557,0.0348,76,2024-04-07T04:21:46+00:00,NO PARKING,41.65
U-40ec80fe,Discovered Unknown,Unknown Hotspot U-0080,Mahadevapura,12.998918,77.6881467,119,101,0,0.0672,0.2437,0.1597,41,2024-04-07T00:49:46+00:00,WRONG PARKING,41.61
N-99914d65,Named Junction,BTP032 - Windsor Circle,Sheshadripuram,12.9966407,77.5841631,320,274,2,0.0063,0.2437,0.0219,69,2024-04-07T01:36:46+00:00,NO PARKING,41.49
U-7857e79f,Discovered Unknown,Unknown Hotspot U-0055,Jnanabharathi,12.9716278,77.5076031,121,110,1,0.0826,0.3306,0.0579,48,2024-04-05T05:52:46+00:00,NO PARKING,41.43
U-40527cd3,Discovered Unknown,Unknown Hotspot U-0133,Jeevanbheemanagar,12.9593522,77.655814,123,121,0,0.1057,0.3577,0.0894,40,2024-04-07T05:54:46+00:00,NO PARKING,41.19
N-005068d9,Named Junction,BTP067 - Jai Muni Rao Circle,Magadi Road,12.9785525,77.5428695,274,259,1,0.0401,0.0292,0.0146,72,2024-04-06T01:15:46+00:00,WRONG PARKING,41.14
U-0efe2b33,Discovered Unknown,Unknown Hotspot U-0163,Jalahalli,13.0504889,77.5255347,249,101,17,0.0,0.0,0.0161,24,2024-02-22T23:24:46+00:00,NO PARKING,41.14
U-31b59f92,Discovered Unknown,Unknown Hotspot U-0147,Kodigehalli,13.060033,77.5765847,99,92,2,0.1313,0.0202,0.0909,42,2024-04-05T07:03:46+00:00,WRONG PARKING,40.92
U-9d962149,Discovered Unknown,Unknown Hotspot U-0182,Peenya,13.0419043,77.514472,103,95,0,0.1942,0.2136,0.0874,37,2024-04-05T06:31:46+00:00,NO PARKING,40.88
U-2b23b26a,Discovered Unknown,Unknown Hotspot U-0028,HSR Layout,12.9164189,77.6381905,102,101,0,0.0,0.0196,0.1569,48,2024-04-07T20:35:46+00:00,NO PARKING,40.39
U-124113c8,Discovered Unknown,Unknown Hotspot U-0176,K.S. Layout,12.9096657,77.5501363,100,99,0,0.09,0.77,0.23,34,2024-04-02T21:13:46+00:00,WRONG PARKING,40.39
U-9b7240da,Discovered Unknown,Unknown Hotspot U-0154,J.P. Nagar,12.8947535,77.5991068,181,174,1,0.0,0.0,0.011,39,2024-04-04T01:48:46+00:00,NO PARKING,40.35
U-b979dd4f,Discovered Unknown,Unknown Hotspot U-0114,Byatarayanapura,12.9609401,77.5277935,619,490,2,0.0032,0.0016,0.0097,17,2024-02-28T23:45:46+00:00,WRONG PARKING,40.23
N-4a524d74,Named Junction,BTP109 - Dewan Madhava Rao Junction,Basavanagudi,12.9408643,77.5724347,309,243,4,0.0097,0.0032,0.0259,52,2024-04-08T01:01:46+00:00,NO PARKING,40.17
U-da9ef890,Discovered Unknown,Unknown Hotspot U-0252,Chikkajala,13.1441544,77.6178581,111,109,0,0.1261,0.036,0.3964,18,2024-04-07T21:24:46+00:00,NO PARKING,40.12
U-47f8f772,Discovered Unknown,Unknown Hotspot U-0095,Chikkabanavara,13.0549579,77.5076087,103,98,0,0.0388,0.0,0.0777,49,2024-04-06T21:18:46+00:00,NO PARKING,40.06
U-4e656e25,Discovered Unknown,Unknown Hotspot U-0216,Whitefield,12.9422498,77.7472366,99,97,1,0.202,0.5354,0.1212,31,2024-03-27T01:07:46+00:00,WRONG PARKING,40.05
U-9fdd6f33,Discovered Unknown,Unknown Hotspot U-0118,Magadi Road,12.9666392,77.5478049,81,68,0,0.2593,0.0123,0.0494,42,2024-03-31T22:05:46+00:00,NO PARKING,40.04
N-91f9d435,Named Junction,BTP140 - Madiwala Check Post,Adugodi,12.9335863,77.6155158,217,185,4,0.0323,0.0046,0.1198,52,2024-04-08T05:48:46+00:00,NO PARKING,40.03
U-adf81120,Discovered Unknown,Unknown Hotspot U-0145,K.R. Pura,13.0034633,77.7234964,148,141,0,0.0203,1.0,0.0135,41,2024-04-03T00:40:46+00:00,PARKING IN A MAIN ROAD,39.94
N-0ebfa5bc,Named Junction,"BTP186 - 9th Cross, 4th Main, Jayanagar",Wilson Garden,12.939458,77.5838612,446,423,1,0.0,0.0,0.1614,32,2024-04-08T05:40:46+00:00,WRONG PARKING,39.93
U-9ce2a13e,Discovered Unknown,Unknown Hotspot U-0128,Hennuru,13.0718309,77.6337284,106,99,0,0.066,0.4623,0.1415,36,2024-04-06T05:20:46+00:00,NO PARKING,39.7
U-0a1aff26,Discovered Unknown,Unknown Hotspot U-0061,K.S. Layout,12.9068603,77.5460382,126,121,0,0.0556,0.5794,0.0397,38,2024-03-28T07:11:46+00:00,WRONG PARKING,39.52
U-c2e83761,Discovered Unknown,Unknown Hotspot U-0198,Bellandur,12.9240668,77.6734489,110,106,1,0.1455,0.1455,0.1,31,2024-04-08T01:57:46+00:00,WRONG PARKING,39.49
U-9da078be,Discovered Unknown,Unknown Hotspot U-0140,J.P. Nagar,12.8818099,77.5958677,87,83,0,0.0805,0.0,0.1149,48,2024-04-07T00:27:46+00:00,WRONG PARKING,39.48
N-81e5ab2e,Named Junction,BTP100 - Richmond Circle,Ashok Nagar,12.9627558,77.5983063,299,244,14,0.0167,0.0067,0.0334,44,2024-04-04T01:01:46+00:00,NO PARKING,39.44
U-31972c11,Discovered Unknown,Unknown Hotspot U-0159,Rajajinagar,13.019648,77.5386651,90,86,0,0.2556,0.0222,0.0556,35,2024-03-31T04:48:46+00:00,WRONG PARKING,39.41
U-6fb96efa,Discovered Unknown,Unknown Hotspot U-0258,HAL Old Airport,12.9585716,77.6682409,300,276,2,0.01,0.0133,0.0633,20,2024-03-30T23:01:46+00:00,WRONG PARKING,39.34
N-6aead0ff,Named Junction,BTP085 - Briyand Circle,Chamarajpet,12.9661841,77.5694044,157,145,2,0.0892,0.1401,0.1592,62,2024-04-08T02:27:46+00:00,NO PARKING,39.17
N-d8b31244,Named Junction,BTP208 - Havanur Circle,Kamakshipalya,12.987038,77.5372613,250,226,4,0.012,0.096,0.116,48,2024-04-06T04:55:46+00:00,WRONG PARKING,39.15
N-1b2baade,Named Junction,"BTP117 - 9th Cross, Kanakapura Road",J.P. Nagar,12.9108194,77.5736923,120,86,4,0.4667,0.025,0.2917,26,2024-03-27T21:20:46+00:00,WRONG PARKING,39.15
N-55d62f95,Named Junction,BTP218 - Syndicate Bank Junction,Jayanagara,12.9336089,77.5841988,238,236,0,0.0,0.0252,0.0924,52,2024-04-08T04:43:46+00:00,WRONG PARKING,39.05
U-53d74bb5,Discovered Unknown,Unknown Hotspot U-0158,Pulikeshinagar(F.Town),12.9993034,77.62484,192,185,0,0.026,0.0104,0.0,28,2024-04-02T05:59:46+00:00,NO PARKING,38.72
U-c019fd97,Discovered Unknown,Unknown Hotspot U-0249,Chikkabanavara,13.0501624,77.4944991,67,64,0,0.0746,0.0448,0.2985,41,2024-04-01T20:17:46+00:00,WRONG PARKING,38.7
N-e22f29d6,Named Junction,"BTP145 - Sri Hatti Maramma Circle, Domluru",Halasur,12.9612776,77.636212,171,146,2,0.1404,0.0292,0.0585,51,2024-04-08T03:46:46+00:00,NO PARKING,38.45
N-62d87194,Named Junction,BTP192 - Urvashi Theater,City Market,12.9560628,77.5857276,156,153,1,0.0449,0.0064,0.0769,77,2024-04-08T04:47:46+00:00,NO PARKING,38.36
N-428a64fd,Named Junction,BTP155 - Katriguppe Junction,Banashankari,12.9266994,77.5507429,339,319,1,0.0059,0.0826,0.0354,41,2024-04-07T07:38:46+00:00,NO PARKING,38.24
U-3eb47958,Discovered Unknown,Unknown Hotspot U-0168,Sheshadripuram,12.9980316,77.5815248,171,125,4,0.0292,0.0175,0.0,27,2024-04-05T21:31:46+00:00,NO PARKING,38.12
N-0cfe38c4,Named Junction,"BTP101 - Blood Bank Circle, KH Road",Ashok Nagar,12.9619672,77.5963799,381,227,10,0.0,0.0,0.0,34,2024-02-02T22:59:46+00:00,NO PARKING,38.04
N-8a451507,Named Junction,"BTP102 - BMTC Junction, KH Road",Wilson Garden,12.9553143,77.5928938,167,163,2,0.0719,0.018,0.012,69,2024-04-06T21:15:46+00:00,NO PARKING,38.01
N-18b66d4c,Named Junction,BTP075 - Police Corner,Halasuru Gate,12.9688457,77.5862827,188,174,3,0.0585,0.0851,0.0,57,2024-04-03T23:00:46+00:00,WRONG PARKING,38.0
N-c6f97e86,Named Junction,BTP018 - Dhobi Ghat Junction,Rajajinagar,12.9873282,77.5505194,169,152,5,0.0769,0.1479,0.0178,61,2024-04-05T22:00:46+00:00,WRONG PARKING,38.0
N-77e74241,Named Junction,BTP010 - Rajajinagar Entrance,Rajajinagar,12.9844548,77.5600076,252,192,3,0.0238,0.0675,0.0198,48,2024-04-03T03:33:46+00:00,WRONG PARKING,37.97
U-2ef4aad5,Discovered Unknown,Unknown Hotspot U-0115,HSR Layout,12.9105869,77.6445532,195,178,0,0.0256,0.0,0.0718,21,2024-04-03T00:29:46+00:00,NO PARKING,37.86
N-f30be51b,Named Junction,BTP091 - Sirsi Circle,Magadi Road,12.9637822,77.5573579,138,121,6,0.1739,0.3043,0.058,53,2024-04-07T23:15:46+00:00,NO PARKING,37.85
N-556aa253,Named Junction,BTP196 - Sarakki Main Road,J.P. Nagar,12.9109965,77.5783382,138,135,1,0.0725,0.0145,0.5652,24,2024-03-27T22:36:46+00:00,WRONG PARKING,37.83
U-3f240245,Discovered Unknown,Unknown Hotspot U-0214,Jalahalli,13.0550168,77.5347961,71,70,3,0.1127,0.0141,0.1268,39,2024-04-03T20:25:46+00:00,WRONG PARKING,37.83
N-344943d4,Named Junction,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",Jayanagara,12.9173554,77.5782437,183,164,1,0.082,0.1475,0.0383,51,2024-04-07T01:35:46+00:00,NO PARKING,37.74
N-9a46dcad,Named Junction,BTP047 - Vidhan Soudha Metro Station,Cubbon Park,12.979836,77.5925128,200,190,1,0.03,0.08,0.06,50,2024-04-08T06:30:46+00:00,NO PARKING,37.7
U-762e783a,Discovered Unknown,Unknown Hotspot U-0236,HSR Layout,12.9229498,77.6514997,98,95,0,0.0714,0.0102,0.0306,37,2024-04-07T04:55:46+00:00,NO PARKING,37.66
N-d5cb668a,Named Junction,BTP034 - LRDE Junction,High ground,12.988379,77.5917135,178,163,4,0.0,0.0281,0.0281,64,2024-04-08T00:14:46+00:00,WRONG PARKING,37.59
U-9862fe52,Discovered Unknown,Unknown Hotspot U-0143,Adugodi,12.9421585,77.6223004,98,85,0,0.051,0.0918,0.0612,36,2024-04-05T22:26:46+00:00,NO PARKING,37.56
N-83573d2c,Named Junction,"BTP099 - Cash Pharmacy, Residency Road",Cubbon Park,12.9705835,77.5992361,172,155,3,0.0872,0.0407,0.064,49,2024-04-04T01:51:46+00:00,NO PARKING,37.48
U-bff992ac,Discovered Unknown,Unknown Hotspot U-0329,K.S. Layout,12.9115078,77.552109,55,51,0,0.5273,0.9455,0.1818,23,2024-03-23T06:23:46+00:00,WRONG PARKING,37.43
N-34c28996,Named Junction,"BTP117 - 9th Cross, Kanakapura Road",Jayanagara,12.9126379,77.5732468,111,98,1,0.1441,0.009,0.3514,44,2024-04-05T21:13:46+00:00,WRONG PARKING,37.32
U-da08fe97,Discovered Unknown,Unknown Hotspot U-0155,Yelahanka,13.0996493,77.588657,178,174,0,0.0056,0.0169,0.0056,26,2024-04-07T06:13:46+00:00,NO PARKING,37.27
