hotspot_id,hotspot_type,hotspot_name,police_station,latitude,longitude,violation_count,unique_vehicle_count,repeat_vehicle_count,large_vehicle_share,main_road_violation_share,peak_hour_share,active_days,latest_datetime,top_violation_type,hotspot_severity,daily_density,repeat_offender_ratio,pcis_daily_density,pcis_peak_hour,pcis_large_vehicle,pcis_main_road,pcis_repeat_offender,pcis_score,pcis_percentile,pcis_band
N-556aa253,Named Junction,BTP196 - Sarakki Main Road,J.P. Nagar,12.9109965,77.5783382,138,135,1,0.0725,0.0145,0.5652,24,2024-03-27T22:36:46+00:00,WRONG PARKING,37.83,5.75,0.0074,70.8987,98.4308,63.3381,32.8103,60.1997,69.49,87.16,Critical
N-6fcdb24b,Named Junction,"BTP080 - NR Road, SP Road Junction",City Market,12.9633173,77.5812116,398,346,9,0.093,0.0553,0.1181,65,2024-04-07T03:38:46+00:00,WRONG PARKING,45.46,6.1231,0.026,73.1812,66.7618,69.9001,57.0613,82.4536,69.43,87.02,Critical
U-10e61a8b,Discovered Unknown,Unknown Hotspot U-0038,Jeevanbheemanagar,12.9597028,77.6474294,1260,1156,13,0.3056,0.081,0.0317,131,2024-04-07T03:18:46+00:00,NO PARKING,57.5,9.6183,0.0112,86.1626,33.6662,94.0086,63.6234,67.6177,69.37,86.88,Critical
U-06bc8d17,Discovered Unknown,Unknown Hotspot U-0012,Jeevanbheemanagar,12.9700529,77.6438927,2038,1754,17,0.0172,0.2763,0.1212,140,2024-04-08T05:23:46+00:00,NO PARKING,55.54,14.5571,0.0097,92.582,67.903,28.9586,82.0257,64.7646,69.32,86.73,Critical
N-ab502c40,Named Junction,BTP091 - Sirsi Circle,Chamarajpet,12.960471,77.5600308,125,122,0,0.12,0.256,0.176,32,2024-04-04T21:53:46+00:00,NO PARKING,32.79,3.9062,0.0,56.3481,78.0314,76.4622,80.8845,53.067,69.14,86.59,Critical
N-3b915859,Named Junction,BTP136 - Hosur-Tavarkere Road Junction,Mico Layout,12.9339667,77.6080774,294,268,10,0.0986,0.3741,0.1395,84,2024-04-07T02:02:46+00:00,NO PARKING,45.82,3.5,0.0373,50.214,71.8973,71.0414,86.3053,88.7304,69.07,86.45,Critical
U-cf16d44d,Discovered Unknown,Unknown Hotspot U-0178,Byatarayanapura,12.9403093,77.5243791,196,189,0,0.1276,0.0714,0.1378,36,2024-04-08T06:04:46+00:00,WRONG PARKING,44.08,5.4444,0.0,69.4722,71.4693,78.3167,61.4836,53.067,68.9,86.31,Critical
N-9e7fd397,Named Junction,BTP135 - UCO Bank Junction,Adugodi,12.9356218,77.6149779,1112,1035,9,0.0333,0.08,0.1457,110,2024-04-08T14:06:46+00:00,NO PARKING,52.44,10.1091,0.0087,87.0185,72.8959,43.7946,63.1954,62.7675,68.84,86.16,Critical
U-2820290e,Discovered Unknown,Unknown Hotspot U-0211,Whitefield,12.9629566,77.7329686,137,133,1,0.0146,0.5474,0.1679,17,2024-04-02T08:07:46+00:00,NO PARKING,36.05,8.0588,0.0075,81.4551,76.6049,26.5335,91.1555,60.913,68.66,86.02,Critical
U-d69108a3,Discovered Unknown,Unknown Hotspot U-0338,K.G. Halli,13.0329403,77.627336,38,27,0,0.0526,0.0263,0.3684,6,2024-03-03T20:55:46+00:00,NO PARKING,20.2,6.3333,0.0,74.3224,95.1498,54.9215,41.6548,53.067,68.62,85.88,Critical
U-377f2922,Discovered Unknown,Unknown Hotspot U-0104,Electronic City,12.8704675,77.6548899,549,356,22,0.0383,0.0929,0.1056,72,2024-04-08T00:51:46+00:00,WRONG PARKING,51.08,7.625,0.0618,80.1712,63.6234,45.9344,65.6205,95.7204,68.56,85.73,Critical
U-a7079eda,Discovered Unknown,Unknown Hotspot U-0098,Yeshwanthpura,13.0338245,77.5578323,300,274,0,0.0467,0.5967,0.0933,38,2024-03-24T05:10:46+00:00,NO PARKING,44.5,7.8947,0.0,81.1698,59.4864,50.6419,92.582,53.067,68.54,85.59,Critical
U-e8061dc4,Discovered Unknown,Unknown Hotspot U-0065,Magadi Road,12.9644023,77.5536829,730,604,11,0.0685,0.1438,0.1027,120,2024-04-08T05:53:46+00:00,NO PARKING,53.39,6.0833,0.0182,73.0385,62.3395,61.6262,72.4679,76.3195,68.32,85.45,Critical
N-10abc89c,Named Junction,BTP058 - Subbanna Junction,High ground,12.9820504,77.5774681,359,340,6,0.2813,0.0251,0.117,75,2024-04-04T05:41:46+00:00,WRONG PARKING,48.07,4.7867,0.0176,65.0499,66.4765,92.1541,40.3709,75.4636,68.17,85.31,Critical
U-4e656e25,Discovered Unknown,Unknown Hotspot U-0216,Whitefield,12.9422498,77.7472366,99,97,1,0.202,0.5354,0.1212,31,2024-03-27T01:07:46+00:00,WRONG PARKING,40.05,3.1935,0.0103,44.9358,67.903,87.0185,90.8702,66.3338,68.12,85.16,Critical
U-bff992ac,Discovered Unknown,Unknown Hotspot U-0329,K.S. Layout,12.9115078,77.552109,55,51,0,0.5273,0.9455,0.1818,23,2024-03-23T06:23:46+00:00,WRONG PARKING,37.43,2.3913,0.0,28.2454,78.602,99.1441,98.7161,53.067,68.07,85.02,Critical
N-b4cf7d8f,Named Junction,BTP023 - Mahalaxmi Layout Entrance,Malleshwaram,13.0099868,77.5499506,868,788,13,0.1959,0.03,0.068,118,2024-04-08T08:14:46+00:00,WRONG PARKING,53.33,7.3559,0.0165,79.1726,51.3552,86.5906,43.9372,74.1797,67.92,84.88,Critical
U-0d3e3ab6,Discovered Unknown,Unknown Hotspot U-0127,Jeevanbheemanagar,12.9717506,77.6580948,1230,927,23,0.0179,0.1423,0.1073,103,2024-04-08T06:11:46+00:00,NO PARKING,53.44,11.9417,0.0248,90.4422,63.766,29.3866,72.1826,81.0271,67.88,84.74,High
U-838f2a9f,Discovered Unknown,Unknown Hotspot U-0180,Yeshwanthpura,13.0189546,77.5532821,63,61,0,0.1905,0.2857,0.6825,27,2024-04-07T19:59:46+00:00,WRONG PARKING,42.82,2.3333,0.0,27.3894,99.0014,85.8773,82.8816,53.067,67.88,84.74,High
U-d78f6e60,Discovered Unknown,Unknown Hotspot U-0083,Hennuru,13.0835478,77.6376312,71,69,1,0.0563,0.3239,0.2958,22,2024-01-24T21:13:46+00:00,WRONG PARKING,35.02,3.2273,0.0145,45.9344,91.4408,56.4907,84.7361,71.612,67.81,84.45,High
N-baac87e5,Named Junction,BTP142 - Lower Agram Road Junction,Ashok Nagar,12.9618241,77.6154959,33,19,0,0.0909,0.2727,0.1515,8,2024-03-30T21:20:46+00:00,WRONG PARKING,18.26,4.125,0.0,59.3438,73.7518,69.7575,81.5977,53.067,67.74,84.31,High
N-2fb5e349,Named Junction,BTP040 - Elite Junction,Upparpet,12.9765967,77.5766022,10718,8428,247,0.0303,0.0116,0.1147,152,2024-04-08T05:37:46+00:00,NO PARKING,57.5,70.5132,0.0293,99.7147,65.6205,41.0842,30.8131,84.3081,67.59,84.17,High
U-124113c8,Discovered Unknown,Unknown Hotspot U-0176,K.S. Layout,12.9096657,77.5501363,100,99,0,0.09,0.77,0.23,34,2024-04-02T21:13:46+00:00,WRONG PARKING,40.39,2.9412,0.0,40.2282,86.3053,68.9016,97.1469,53.067,67.3,84.02,High
N-33c3fcc9,Named Junction,BTP057 - Anand Rao Junction,Sheshadripuram,12.9811778,77.5728234,154,128,6,0.1753,0.039,0.5195,60,2024-04-05T23:04:46+00:00,WRONG PARKING,46.0,2.5667,0.0469,31.3837,97.7175,84.1655,49.5007,91.7261,67.28,83.88,High
U-471fb24c,Discovered Unknown,Unknown Hotspot U-0087,HAL Old Airport,12.9631623,77.7171746,2814,2511,25,0.3028,0.027,0.0149,99,2024-04-04T23:54:46+00:00,WRONG PARKING,57.28,28.4242,0.01,97.4322,25.535,93.2953,42.2254,65.7632,67.18,83.74,High
U-f0635118,Discovered Unknown,Unknown Hotspot U-0301,Rajajinagar,13.0116136,77.5288472,23,20,1,0.3043,0.5217,0.2174,13,2024-03-23T19:57:46+00:00,NO PARKING,19.23,1.7692,0.05,14.5506,84.7361,93.7233,90.2996,93.01,67.14,83.59,High
N-a0b5be6e,Named Junction,BTP051 - Safina Plaza Junction,Shivajinagar,12.981272,77.6087061,15298,11100,398,0.0227,0.0424,0.0741,151,2024-04-08T08:31:46+00:00,WRONG PARKING,56.79,101.3113,0.0359,100.0,54.2083,34.2368,51.4979,87.7318,66.9,83.45,High
N-51b0b4b8,Named Junction,BTP038 - Mysore Bank Junction,Upparpet,12.9740976,77.5810919,1360,1211,43,0.1074,0.0419,0.0382,126,2024-04-07T04:14:46+00:00,WRONG PARKING,54.3,10.7937,0.0355,88.4451,37.0899,72.8959,51.2126,87.5892,66.83,83.31,High
N-fe1cac9f,Named Junction,"BTP093 - Toll Gate, Mysore Road",Chamarajpet,12.9576652,77.5530534,37,34,1,0.1081,0.6216,0.3243,18,2024-04-03T02:35:46+00:00,NO PARKING,24.53,2.0556,0.0294,21.6833,93.1526,73.0385,92.8673,84.7361,66.8,83.17,High
N-a94f27e6,Named Junction,BTP092 - Bangalore Builders Junction,Magadi Road,12.9599587,77.554374,24,24,1,0.125,0.7083,0.125,9,2024-04-04T12:37:46+00:00,NO PARKING,17.72,2.6667,0.0417,34.6648,69.0442,77.7461,95.8631,90.1569,66.6,83.02,High
U-3f41b525,Discovered Unknown,Unknown Hotspot U-0244,Mahadevapura,12.9867021,77.6901162,26,26,0,0.0,0.0,1.0,1,2024-01-24T19:58:46+00:00,WRONG PARKING,20.97,26.0,0.0,97.1469,100.0,18.5449,22.5392,53.067,66.54,82.88,High
N-7a3984a5,Named Junction,BTP048 - Shanthala Junction,Upparpet,12.9763055,77.5716207,56,54,3,0.0714,0.1071,0.2143,18,2024-04-02T05:13:46+00:00,WRONG PARKING,24.8,3.1111,0.0556,43.5093,84.3081,63.0528,67.903,94.7218,66.4,82.74,High
N-8c2cb6a6,Named Junction,BTP118 - Basappa Circle,City Market,12.958261,77.5775772,623,529,9,0.1429,0.0482,0.069,107,2024-04-07T21:57:46+00:00,WRONG PARKING,50.32,5.8224,0.017,71.3267,51.7832,81.1698,53.923,74.6077,66.13,82.6,High
N-a33038d5,Named Junction,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar,12.9903589,77.553735,638,553,21,0.1912,0.0031,0.0674,89,2024-04-08T08:56:46+00:00,WRONG PARKING,50.37,7.1685,0.038,78.3167,51.0699,86.02,24.8217,89.1583,66.11,82.45,High
U-d5263b17,Discovered Unknown,Unknown Hotspot U-0241,Banashankari,12.9384018,77.5334704,54,48,0,0.2222,0.037,0.1667,14,2024-04-02T23:11:46+00:00,WRONG PARKING,28.82,3.8571,0.0,55.7775,76.3195,88.4451,48.5021,53.067,66.08,82.31,High
N-4bfd5edc,Named Junction,BTP128 - Gorappanapalya Junction,Jayanagara,12.9215213,77.5993308,8,8,0,0.125,0.625,0.75,4,2024-03-01T21:44:46+00:00,PARKING IN A MAIN ROAD,20.32,2.0,0.0,21.398,99.2867,77.7461,93.1526,53.067,66.07,82.17,High
N-7a5e2652,Named Junction,BTP051 - Safina Plaza Junction,Cubbon Park,12.9752449,77.6074054,105,100,8,0.0857,0.1333,0.1714,34,2024-04-04T22:53:46+00:00,NO PARKING,32.5,3.0882,0.08,42.368,77.1755,68.0456,71.184,97.5749,66.05,82.03,High
N-1d1d9429,Named Junction,BTP043 - Upparpet Junction,City Market,12.970322,77.5758296,1407,1185,30,0.0498,0.0085,0.1194,132,2024-04-07T06:33:46+00:00,WRONG PARKING,54.88,10.6591,0.0253,88.0171,67.0471,52.0685,28.6733,81.5977,66.04,81.88,High
N-99edbc8e,Named Junction,"BTP093 - Toll Gate, Mysore Road",Magadi Road,12.9600387,77.5516903,44,41,0,0.0682,0.1136,0.25,12,2024-04-04T20:04:46+00:00,NO PARKING,21.93,3.6667,0.0,53.3524,88.3024,61.4836,69.0442,53.067,66.04,81.88,High
U-59dc3a4a,Discovered Unknown,Unknown Hotspot U-0220,Adugodi,12.9322729,77.631756,735,623,9,0.0082,0.0435,0.1741,60,2024-04-07T07:16:46+00:00,NO PARKING,50.88,12.25,0.0144,91.1555,77.6034,21.5407,52.3538,71.184,66.03,81.6,High
N-625e9a59,Named Junction,BTP063 - Siddalingaiah Circle,Cubbon Park,12.971578,77.5970112,983,889,12,0.0773,0.0498,0.0692,119,2024-04-08T05:31:46+00:00,NO PARKING,52.24,8.2605,0.0135,82.0257,52.2111,65.7632,54.6362,69.7575,65.98,81.46,High
U-d87d356f,Discovered Unknown,Unknown Hotspot U-0269,Mahadevapura,12.977901,77.7129209,69,67,0,0.058,0.6232,0.0145,3,2024-02-29T20:40:46+00:00,WRONG PARKING,20.81,23.0,0.0,96.4337,25.107,57.204,93.01,53.067,65.91,81.31,High
U-7b0d6efd,Discovered Unknown,Unknown Hotspot U-0003,Pulikeshinagar(F.Town),12.9955252,77.6126859,2045,1726,24,0.021,0.0509,0.1056,128,2024-04-07T22:13:46+00:00,NO PARKING,55.11,15.9766,0.0139,93.5806,63.6234,32.525,55.4922,70.3281,65.84,81.17,High
N-14f8e9ca,Named Junction,"BTP083 - AS Char Street, Mysore Road",V.V.Puram (C.Pet),12.9643791,77.5742978,66,65,2,0.0758,0.1061,0.7879,26,2024-04-04T04:57:46+00:00,WRONG PARKING,36.1,2.5385,0.0308,31.0984,99.4294,64.3367,67.6177,85.3067,65.73,81.03,High
U-87268ac6,Discovered Unknown,Unknown Hotspot U-0284,Hennuru,13.0500988,77.6302501,53,35,1,0.0,0.0,0.8302,6,2024-04-07T08:40:46+00:00,NO PARKING,30.63,8.8333,0.0286,84.4508,99.572,18.5449,22.5392,84.0228,65.72,80.88,High
U-e650f59a,Discovered Unknown,Unknown Hotspot U-0272,Hebbala,13.0429794,77.5905256,59,49,1,0.1356,0.0508,0.2542,21,2024-04-05T22:35:46+00:00,WRONG PARKING,33.14,2.8095,0.0204,37.9458,88.7304,79.4579,55.3495,77.8887,65.55,80.74,High
U-80f6a952,Discovered Unknown,Unknown Hotspot U-0053,Mico Layout,12.9271022,77.6090337,173,164,4,0.3295,0.7803,0.0694,63,2024-04-05T09:05:46+00:00,WRONG PARKING,48.11,2.746,0.0244,35.6633,52.3538,95.0071,97.2896,80.5991,65.44,80.6,High
N-2d3796c5,Named Junction,BTP057 - Anand Rao Junction,High ground,12.9815376,77.5751972,116,111,4,0.0948,0.069,0.2328,40,2024-04-03T04:44:46+00:00,WRONG PARKING,34.88,2.9,0.036,38.9444,86.7332,70.3281,60.913,88.0171,65.37,80.46,High
U-efbdce30,Discovered Unknown,Unknown Hotspot U-0243,Jeevanbheemanagar,12.9813263,77.6406964,63,63,0,0.0159,0.873,0.2063,14,2024-03-31T21:11:46+00:00,WRONG PARKING,28.43,4.5,0.0,62.9101,82.8816,27.8174,98.1455,53.067,65.19,80.31,High
U-5e3433f6,Discovered Unknown,Unknown Hotspot U-0054,Whitefield,12.9874324,77.7345597,678,520,2,0.0074,0.9071,0.0678,51,2024-04-07T06:26:46+00:00,PARKING ON FOOTPATH,48.45,13.2941,0.0038,92.1541,51.2126,20.97,98.5735,55.3495,64.96,80.17,High
U-fcb30519,Discovered Unknown,Unknown Hotspot U-0121,Yeshwanthpura,13.0189052,77.5577103,401,343,3,0.0574,0.1471,0.0998,72,2024-03-30T21:47:46+00:00,NO PARKING,48.81,5.5694,0.0087,69.9001,61.0556,57.0613,73.1812,62.9101,64.91,80.03,High
N-b3c253ea,Named Junction,BTP120 - Lalbagh Main Gate Junction,City Market,12.9542039,77.584098,138,131,0,0.1087,0.0942,0.1377,35,2024-04-07T22:00:46+00:00,WRONG PARKING,34.23,3.9429,0.0,56.9187,71.3267,73.3238,66.0485,53.067,64.79,79.89,High
U-ee5f6ece,Discovered Unknown,Unknown Hotspot U-0334,Chikkajala,13.1612798,77.6265293,29,29,0,0.069,0.2759,0.5517,11,2024-03-03T21:27:46+00:00,WRONG PARKING,22.23,2.6364,0.0,34.0942,98.2882,61.7689,81.883,53.067,64.74,79.74,High
U-30dbb379,Discovered Unknown,Unknown Hotspot U-0006,HSR Layout,12.9121966,77.6361325,1939,1697,15,0.0072,0.0031,0.2821,125,2024-04-08T00:15:46+00:00,NO PARKING,57.02,15.512,0.0088,93.2953,90.1569,20.8274,24.8217,63.0528,64.72,79.6,High
N-a2e845b1,Named Junction,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,13.0078114,77.5546534,2812,2511,35,0.0281,0.0025,0.1387,143,2024-04-08T12:56:46+00:00,WRONG PARKING,55.96,19.6643,0.0139,94.7218,71.7546,38.5164,23.9658,70.4708,64.7,79.46,High
U-f0d0546f,Discovered Unknown,Unknown Hotspot U-0266,R.T. Nagar,13.017621,77.5916759,121,105,0,0.0909,0.0,0.124,14,2024-04-02T05:38:46+00:00,WRONG PARKING,34.22,8.6429,0.0,83.3096,68.1883,69.7575,22.5392,53.067,64.68,79.32,High
N-3a10f2ef,Named Junction,BTP027 - Modi Bridge Junction,Vijayanagara,12.9975336,77.5493687,1173,940,36,0.0196,0.0665,0.0887,120,2024-04-08T09:52:46+00:00,WRONG PARKING,53.11,9.775,0.0383,86.4479,57.9173,31.3837,59.9144,89.301,64.61,79.17,High
N-7952534b,Named Junction,"BTP024 - NPS, Vijayanagar",Magadi Road,12.9826246,77.548865,565,465,11,0.0885,0.0372,0.0637,79,2024-04-06T21:44:46+00:00,WRONG PARKING,47.18,7.1519,0.0237,78.174,48.2168,68.4736,48.6448,80.3138,64.53,79.03,High
U-c2e83761,Discovered Unknown,Unknown Hotspot U-0198,Bellandur,12.9240668,77.6734489,110,106,1,0.1455,0.1455,0.1,31,2024-04-08T01:57:46+00:00,WRONG PARKING,39.49,3.5484,0.0094,50.7846,61.9116,81.883,73.0385,64.4793,64.49,78.89,High
N-be554482,Named Junction,"BTP089 - Police Quarters, Sultan Road",Chamarajpet,12.9609831,77.5635329,87,76,2,0.023,0.3908,0.2989,28,2024-04-04T06:51:46+00:00,WRONG PARKING,30.04,3.1071,0.0263,43.224,91.8688,34.6648,87.0185,82.8816,64.21,78.74,High
U-51207169,Discovered Unknown,Unknown Hotspot U-0045,High ground,12.9935912,77.5898432,446,326,20,0.0,0.0224,0.1256,30,2024-03-27T03:49:46+00:00,WRONG PARKING,45.29,14.8667,0.0613,92.7247,69.1869,18.5449,38.6591,95.5777,64.18,78.6,High
N-911b2c4b,Named Junction,BTP140 - Madiwala Check Post,Madiwala,12.9309067,77.6110863,41,37,2,0.2683,0.5366,0.1463,23,2024-03-29T00:44:46+00:00,WRONG PARKING,26.19,1.7826,0.0541,14.8359,73.1812,91.5835,91.0128,94.0086,64.12,78.46,High
N-0aa863b9,Named Junction,BTP074 - Leprosy Hospital Junction,Magadi Road,12.9758469,77.5617957,1047,952,7,0.0468,0.1165,0.0669,125,2024-04-08T05:25:46+00:00,WRONG PARKING,52.53,8.376,0.0074,82.4536,50.9272,50.7846,69.4722,60.0571,64.05,78.32,High
U-373c2b94,Discovered Unknown,Unknown Hotspot U-0313,Banaswadi,12.983513,77.679874,31,30,0,0.0968,0.2581,0.129,9,2024-04-04T23:10:46+00:00,WRONG PARKING,16.74,3.4444,0.0,49.6434,70.1854,70.7561,81.0271,53.067,64.05,78.32,High
U-b8b2e331,Discovered Unknown,Unknown Hotspot U-0170,R.T. Nagar,13.0054991,77.5936226,200,172,1,0.07,0.055,0.235,56,2024-04-04T23:05:46+00:00,NO PARKING,47.06,3.5714,0.0058,51.6405,87.0185,62.0542,56.9187,57.7746,63.97,78.03,High
U-05cc6c28,Discovered Unknown,Unknown Hotspot U-0081,K.G. Halli,13.0352492,77.6244475,474,333,12,0.2363,0.0063,0.0127,39,2024-03-15T04:04:46+00:00,NO PARKING,49.03,12.1538,0.036,90.7275,24.2511,89.301,26.6762,88.0171,63.94,77.89,High
U-7f95a75a,Discovered Unknown,Unknown Hotspot U-0213,Wilson Garden,12.9461451,77.5878151,124,110,1,0.0,0.0887,0.5081,26,2024-04-06T20:29:46+00:00,NO PARKING,43.1,4.7692,0.0091,64.9073,97.5749,18.5449,64.9073,63.9087,63.7,77.75,High
U-a244485b,Discovered Unknown,Unknown Hotspot U-0370,HAL Old Airport,12.9400433,77.6927055,18,18,0,0.2778,0.3889,0.0,3,2024-01-06T03:36:46+00:00,NO PARKING,5.16,6.0,0.0,72.4679,20.8274,92.0114,86.8759,53.067,63.69,77.6,High
U-887ec7e9,Discovered Unknown,Unknown Hotspot U-0120,R.T. Nagar,13.0205572,77.5841275,23,23,1,0.1739,0.4348,0.1304,11,2024-03-22T18:56:46+00:00,WRONG PARKING,14.62,2.0909,0.0435,22.9672,70.3281,83.8802,88.1598,91.0128,63.57,77.46,High
U-1485b04a,Discovered Unknown,Unknown Hotspot U-0342,Whitefield,12.983324,77.7521067,64,59,1,0.1406,0.3594,0.0938,22,2024-04-05T19:09:46+00:00,NO PARKING,32.06,2.9091,0.0169,39.515,59.7718,80.5991,85.8773,74.465,63.25,77.32,High
U-92662386,Discovered Unknown,Unknown Hotspot U-0288,HAL Old Airport,12.9500199,77.6897486,29,29,0,0.4138,0.069,0.1034,9,2024-02-29T06:23:46+00:00,NO PARKING,19.62,3.2222,0.0,45.7917,62.6248,97.0043,60.913,53.067,63.24,77.18,High
U-257bf62e,Discovered Unknown,Unknown Hotspot U-0262,HAL Old Airport,12.9561954,77.7111769,31,31,2,0.4194,0.0645,0.0645,10,2024-03-14T20:50:46+00:00,WRONG PARKING,22.18,3.1,0.0645,42.9387,49.2154,97.1469,59.7718,96.4337,63.22,77.03,High
N-2b045709,Named Junction,BTP043 - Upparpet Junction,Upparpet,12.9741837,77.5746187,378,347,19,0.1164,0.0265,0.0741,84,2024-04-06T04:58:46+00:00,WRONG PARKING,46.75,4.5,0.0548,62.9101,54.2083,75.321,41.9401,94.1512,63.2,76.89,High
U-6f77ffe3,Discovered Unknown,Unknown Hotspot U-0380,Kodigehalli,13.052752,77.5749162,20,17,0,0.15,0.0,0.35,6,2024-03-13T02:32:46+00:00,WRONG PARKING,11.18,3.3333,0.0,47.6462,94.4365,82.7389,22.5392,53.067,63.14,76.75,High
U-be9ac128,Discovered Unknown,Unknown Hotspot U-0029,Malleshwaram,13.0115214,77.5539046,5956,4913,86,0.0618,0.0081,0.043,151,2024-04-08T11:49:46+00:00,WRONG PARKING,56.47,39.4437,0.0175,99.0014,39.6576,58.7732,27.9601,75.0357,63.07,76.6,High
U-d088d7db,Discovered Unknown,Unknown Hotspot U-0089,Pulikeshinagar(F.Town),13.0003886,77.611338,708,634,9,0.0226,0.1511,0.0918,102,2024-04-07T07:26:46+00:00,NO PARKING,51.84,6.9412,0.0142,77.3181,59.0585,34.0942,73.8944,70.7561,62.94,76.46,High
U-44c92018,Discovered Unknown,Unknown Hotspot U-0073,Yeshwanthpura,13.0274434,77.5428048,415,321,2,0.0458,0.1108,0.0916,69,2024-04-06T07:08:46+00:00,NO PARKING,48.3,6.0145,0.0062,72.7532,58.9158,50.4993,68.331,58.4879,62.75,76.32,High
U-46fbc160,Discovered Unknown,Unknown Hotspot U-0144,Hulimavu,12.8807142,77.6450725,155,109,15,0.3032,0.0,0.0839,41,2024-03-26T22:09:46+00:00,WRONG PARKING,47.48,3.7805,0.1376,54.6362,56.776,93.4379,22.5392,99.572,62.61,76.18,High
U-10742d64,Discovered Unknown,Unknown Hotspot U-0085,Mico Layout,12.9308782,77.6065274,363,226,15,0.0055,0.0441,0.2204,74,2024-04-06T20:33:46+00:00,NO PARKING,50.23,4.9054,0.0664,65.7632,85.1641,19.5435,52.9244,97.0043,62.57,76.03,High
U-55ace1d0,Discovered Unknown,Unknown Hotspot U-0297,Kodigehalli,13.0676927,77.5803411,29,29,0,0.0,0.1379,0.3103,6,2024-03-12T08:47:46+00:00,WRONG PARKING,14.41,4.8333,0.0,65.3352,92.582,18.5449,71.8973,53.067,62.55,75.89,High
N-0ac7558d,Named Junction,"BTP080 - NR Road, SP Road Junction",Halasuru Gate,12.9645274,77.5834054,3283,3002,23,0.0664,0.0308,0.0323,144,2024-04-08T01:50:46+00:00,WRONG PARKING,55.14,22.7986,0.0077,96.291,34.0942,60.3424,44.9358,61.3409,62.35,75.75,High
U-0247ded6,Discovered Unknown,Unknown Hotspot U-0223,Yelahanka,13.1219377,77.6114939,87,85,0,0.5172,0.0115,0.1839,28,2024-04-04T21:49:46+00:00,WRONG PARKING,43.75,3.1071,0.0,43.224,78.7447,98.8588,30.6705,53.067,62.33,75.61,High
U-92862bb1,Discovered Unknown,Unknown Hotspot U-0022,Shivajinagar,12.9822757,77.6115233,4301,3513,101,0.0181,0.0258,0.066,146,2024-04-08T07:09:46+00:00,WRONG PARKING,55.86,29.4589,0.0288,97.7175,49.9287,29.5292,41.2268,84.1655,62.3,75.46,High
N-354315d8,Named Junction,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",Rajajinagar,12.9877104,77.5594992,103,86,2,0.1456,0.0,0.1262,26,2024-04-04T02:09:46+00:00,WRONG PARKING,29.77,3.9615,0.0233,57.204,69.3295,82.0257,22.5392,80.0285,62.28,75.32,High
N-6e2ba48c,Named Junction,BTP212 - Minto Junction,V.V.Puram (C.Pet),12.9603143,77.5714076,78,68,1,0.1154,0.0385,0.1282,22,2024-04-06T04:41:46+00:00,NO PARKING,26.28,3.5455,0.0147,50.6419,69.9001,75.1783,49.3581,71.7546,62.28,75.32,High
U-bc84c32c,Discovered Unknown,Unknown Hotspot U-0037,Hebbala,13.0355708,77.5890647,3478,2607,55,0.0282,0.0066,0.0742,147,2024-04-08T05:47:46+00:00,NO PARKING,55.95,23.6599,0.0211,96.719,54.3509,38.8017,26.9615,78.3167,62.24,75.04,High
N-ad1b9d17,Named Junction,BTP205 - Modi Hospital Junction,Vijayanagara,12.9974811,77.5469324,1007,882,24,0.0228,0.0705,0.0655,112,2024-04-07T22:57:46+00:00,WRONG PARKING,51.22,8.9911,0.0272,84.7361,49.5007,34.5221,61.1983,83.4522,62.23,74.89,High
U-6bbddca0,Discovered Unknown,Unknown Hotspot U-0385,Yelahanka,13.1214613,77.6145927,23,23,0,0.5652,0.087,0.1739,10,2024-04-02T19:56:46+00:00,WRONG PARKING,20.03,2.3,0.0,26.6762,77.4608,99.2867,64.622,53.067,62.23,74.89,High
N-f67b4e1e,Named Junction,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,12.9799118,77.5546504,425,393,4,0.0988,0.0847,0.0988,112,2024-04-08T04:41:46+00:00,NO PARKING,48.79,3.7946,0.0102,54.9215,60.913,71.184,64.3367,65.9058,62.18,74.61,High
U-19991bc5,Discovered Unknown,Unknown Hotspot U-0039,Rajajinagar,13.0221448,77.5325787,150,148,0,0.24,0.1333,0.2067,69,2024-04-08T06:11:46+00:00,WRONG PARKING,48.18,2.1739,0.0,24.5364,83.1669,89.4437,71.184,53.067,62.03,74.47,High
N-3c095b83,Named Junction,BTP132 - Anepalya Junction,Ashok Nagar,12.9515994,77.6071144,133,83,7,0.1128,0.0301,0.0752,34,2024-04-01T22:14:46+00:00,NO PARKING,33.84,3.9118,0.0843,56.4907,54.7789,74.6077,44.0799,98.0029,61.98,74.32,High
U-b00c0efe,Discovered Unknown,Unknown Hotspot U-0251,Mahadevapura,12.9846113,77.7082782,77,77,0,0.1169,0.2727,0.1169,25,2024-04-07T03:36:46+00:00,WRONG PARKING,35.03,3.08,0.0,42.0827,66.3338,75.6063,81.5977,53.067,61.88,74.18,High
U-8ebbc584,Discovered Unknown,Unknown Hotspot U-0109,Hulimavu,12.8762578,77.5959812,523,387,10,0.0134,0.0019,0.1606,52,2024-04-07T05:59:46+00:00,NO PARKING,49.69,10.0577,0.0258,86.8759,75.4636,25.8203,23.3951,82.1683,61.82,74.04,High
