hotspot_id,hotspot_type,hotspot_name,police_station,latitude,longitude,violation_count,unique_vehicle_count,repeat_vehicle_count,large_vehicle_share,main_road_violation_share,peak_hour_share,active_days,latest_datetime,top_violation_type,hotspot_severity
U-d2849aa3,Discovered Unknown,Unknown Hotspot U-0393,Electronic City,12.8509305,77.6574505,116,100,0,0.0,0.0,0.0431,4,2023-12-30T08:04:46+00:00,WRONG PARKING,25.46
U-fd5121dc,Discovered Unknown,Unknown Hotspot U-0203,Adugodi,12.9372154,77.6270648,114,112,0,0.0088,0.0088,0.2632,63,2024-04-02T08:43:46+00:00,WRONG PARKING,43.73
U-c0c630cb,Discovered Unknown,Unknown Hotspot U-0230,Pulikeshinagar(F.Town),12.9905091,77.6121291,112,61,3,0.0536,0.0,0.1696,5,2024-03-04T03:48:46+00:00,NO PARKING,29.07
U-da9ef890,Discovered Unknown,Unknown Hotspot U-0252,Chikkajala,13.1441544,77.6178581,111,109,0,0.1261,0.036,0.3964,18,2024-04-07T21:24:46+00:00,NO PARKING,40.12
U-c2e83761,Discovered Unknown,Unknown Hotspot U-0198,Bellandur,12.9240668,77.6734489,110,106,1,0.1455,0.1455,0.1,31,2024-04-08T01:57:46+00:00,WRONG PARKING,39.49
U-9ce2a13e,Discovered Unknown,Unknown Hotspot U-0128,Hennuru,13.0718309,77.6337284,106,99,0,0.066,0.4623,0.1415,36,2024-04-06T05:20:46+00:00,NO PARKING,39.7
U-495638b8,Discovered Unknown,Unknown Hotspot U-0197,Wilson Garden,12.9382689,77.5926256,106,77,2,0.3019,0.0,0.0,64,2024-04-08T02:54:46+00:00,NO PARKING,44.27
U-47f8f772,Discovered Unknown,Unknown Hotspot U-0095,Chikkabanavara,13.0549579,77.5076087,103,98,0,0.0388,0.0,0.0777,49,2024-04-06T21:18:46+00:00,NO PARKING,40.06
U-9d962149,Discovered Unknown,Unknown Hotspot U-0182,Peenya,13.0419043,77.514472,103,95,0,0.1942,0.2136,0.0874,37,2024-04-05T06:31:46+00:00,NO PARKING,40.88
U-2b23b26a,Discovered Unknown,Unknown Hotspot U-0028,HSR Layout,12.9164189,77.6381905,102,101,0,0.0,0.0196,0.1569,48,2024-04-07T20:35:46+00:00,NO PARKING,40.39
U-124113c8,Discovered Unknown,Unknown Hotspot U-0176,K.S. Layout,12.9096657,77.5501363,100,99,0,0.09,0.77,0.23,34,2024-04-02T21:13:46+00:00,WRONG PARKING,40.39
U-31b59f92,Discovered Unknown,Unknown Hotspot U-0147,Kodigehalli,13.060033,77.5765847,99,92,2,0.1313,0.0202,0.0909,42,2024-04-05T07:03:46+00:00,WRONG PARKING,40.92
U-4e656e25,Discovered Unknown,Unknown Hotspot U-0216,Whitefield,12.9422498,77.7472366,99,97,1,0.202,0.5354,0.1212,31,2024-03-27T01:07:46+00:00,WRONG PARKING,40.05
U-548c4d71,Discovered Unknown,Unknown Hotspot U-0088,Kengeri,12.9320183,77.5157002,98,98,0,0.0408,0.3265,0.0612,35,2024-03-30T22:52:46+00:00,NO PARKING,37.16
U-9862fe52,Discovered Unknown,Unknown Hotspot U-0143,Adugodi,12.9421585,77.6223004,98,85,0,0.051,0.0918,0.0612,36,2024-04-05T22:26:46+00:00,NO PARKING,37.56
U-762e783a,Discovered Unknown,Unknown Hotspot U-0236,HSR Layout,12.9229498,77.6514997,98,95,0,0.0714,0.0102,0.0306,37,2024-04-07T04:55:46+00:00,NO PARKING,37.66
U-3e44fd0f,Discovered Unknown,Unknown Hotspot U-0287,K.R. Pura,13.054436,77.7630071,98,92,0,0.051,0.2959,0.051,23,2024-04-07T03:51:46+00:00,WRONG PARKING,34.4
U-f2f20f60,Discovered Unknown,Unknown Hotspot U-0181,Hennuru,13.0455091,77.6271183,97,82,0,0.0,0.0,0.4742,13,2024-04-07T01:23:46+00:00,NO PARKING,35.71
U-ecf4dc18,Discovered Unknown,Unknown Hotspot U-0134,Yelahanka,13.0990933,77.5770691,96,84,1,0.0625,0.0,0.0417,22,2024-03-13T21:56:46+00:00,NO PARKING,33.81
U-cbe3c289,Discovered Unknown,Unknown Hotspot U-0173,Kamakshipalya,12.9891742,77.5078196,96,96,0,0.0208,0.125,0.1458,33,2024-04-08T06:22:46+00:00,NO PARKING,37.19
U-131ae17f,Discovered Unknown,Unknown Hotspot U-0245,Whitefield,12.9855012,77.7457358,95,76,0,0.0,0.9474,0.0105,7,2024-03-06T05:50:46+00:00,PARKING IN A MAIN ROAD,24.67
U-4c35f862,Discovered Unknown,Unknown Hotspot U-0183,Ashok Nagar,12.9701686,77.6102037,93,85,1,0.043,0.0,0.129,27,2024-04-02T06:10:46+00:00,NO PARKING,36.18
U-a670f33d,Discovered Unknown,Unknown Hotspot U-0349,R.T. Nagar,13.0013873,77.5953911,91,61,0,0.044,0.022,0.0,15,2024-03-29T00:38:46+00:00,WRONG PARKING,29.97
U-31972c11,Discovered Unknown,Unknown Hotspot U-0159,Rajajinagar,13.019648,77.5386651,90,86,0,0.2556,0.0222,0.0556,35,2024-03-31T04:48:46+00:00,WRONG PARKING,39.41
U-a9726f36,Discovered Unknown,Unknown Hotspot U-0215,Malleshwaram,13.0079288,77.5569859,89,85,8,0.0112,0.0,0.1011,27,2024-04-07T06:26:46+00:00,WRONG PARKING,36.25
U-0de9a1ae,Discovered Unknown,Unknown Hotspot U-0359,Electronic City,12.8553747,77.6645546,88,84,1,0.0568,0.6932,0.2841,24,2024-03-26T04:19:46+00:00,WRONG PARKING,37.25
U-9da078be,Discovered Unknown,Unknown Hotspot U-0140,J.P. Nagar,12.8818099,77.5958677,87,83,0,0.0805,0.0,0.1149,48,2024-04-07T00:27:46+00:00,WRONG PARKING,39.48
U-0247ded6,Discovered Unknown,Unknown Hotspot U-0223,Yelahanka,13.1219377,77.6114939,87,85,0,0.5172,0.0115,0.1839,28,2024-04-04T21:49:46+00:00,WRONG PARKING,43.75
U-47c66732,Discovered Unknown,Unknown Hotspot U-0106,Bellandur,12.9101093,77.6862797,86,85,0,0.0698,0.0698,0.0233,33,2024-04-07T03:57:46+00:00,NO PARKING,35.2
U-04c61ddb,Discovered Unknown,Unknown Hotspot U-0184,Jeevanbheemanagar,12.9668192,77.6582609,86,76,2,0.0814,0.3953,0.1163,11,2024-04-05T20:01:46+00:00,WRONG PARKING,29.73
U-eaaae494,Discovered Unknown,Unknown Hotspot U-0157,Banaswadi,12.9800059,77.652252,85,78,0,0.0118,0.0353,0.0,15,2024-03-22T01:20:46+00:00,NO PARKING,28.78
U-5dca6a2c,Discovered Unknown,Unknown Hotspot U-0177,High ground,12.9918628,77.5944243,82,80,0,0.0488,0.0,0.0732,25,2024-04-04T21:29:46+00:00,NO PARKING,33.61
U-9fdd6f33,Discovered Unknown,Unknown Hotspot U-0118,Magadi Road,12.9666392,77.5478049,81,68,0,0.2593,0.0123,0.0494,42,2024-03-31T22:05:46+00:00,NO PARKING,40.04
U-5cbe856c,Discovered Unknown,Unknown Hotspot U-0097,Bellandur,12.8952046,77.67584,79,64,0,0.0,0.0,0.0127,9,2024-03-15T04:12:46+00:00,WRONG PARKING,25.06
U-b00c0efe,Discovered Unknown,Unknown Hotspot U-0251,Mahadevapura,12.9846113,77.7082782,77,77,0,0.1169,0.2727,0.1169,25,2024-04-07T03:36:46+00:00,WRONG PARKING,35.03
U-fe25d864,Discovered Unknown,Unknown Hotspot U-0246,Pulikeshinagar(F.Town),13.0004497,77.6153503,76,74,1,0.0,0.0,0.1974,24,2024-03-23T21:37:46+00:00,WRONG PARKING,34.24
U-aa7645bc,Discovered Unknown,Unknown Hotspot U-0229,Pulikeshinagar(F.Town),12.9924885,77.611933,76,67,0,0.0263,0.0,0.0,11,2024-03-04T03:46:46+00:00,NO PARKING,26.15
U-0d4a69da,Discovered Unknown,Unknown Hotspot U-0255,HAL Old Airport,12.9565992,77.7085886,76,72,0,0.8158,0.0,0.5,12,2024-04-01T20:44:46+00:00,WRONG PARKING,46.25
U-0a361a49,Discovered Unknown,Unknown Hotspot U-0004,Cubbon Park,12.976115,77.599407,75,57,2,0.08,0.0133,0.0133,12,2024-04-01T04:12:46+00:00,WRONG PARKING,28.17
U-f1caeaad,Discovered Unknown,Unknown Hotspot U-0103,Vijayanagara,12.9668709,77.5433996,75,75,0,0.0533,0.0,0.0133,16,2024-03-16T06:39:46+00:00,WRONG PARKING,29.61
U-151e8bff,Discovered Unknown,Unknown Hotspot U-0273,HAL Old Airport,12.9682549,77.7013601,75,68,0,0.1733,0.64,0.0533,29,2024-04-04T05:38:46+00:00,WRONG PARKING,35.63
U-24d36762,Discovered Unknown,Unknown Hotspot U-0208,HSR Layout,12.8943786,77.657225,74,71,0,0.0541,0.2162,0.1351,35,2024-04-06T05:58:46+00:00,NO PARKING,36.0
U-f90bde98,Discovered Unknown,Unknown Hotspot U-0257,Whitefield,12.9563644,77.7321309,74,72,0,0.2162,0.7297,0.2568,19,2024-04-07T07:59:46+00:00,WRONG PARKING,36.39
U-3ccf1f27,Discovered Unknown,Unknown Hotspot U-0303,Pulikeshinagar(F.Town),12.9891708,77.6089612,74,65,0,0.0135,0.1757,0.0,16,2024-03-30T23:10:46+00:00,NO PARKING,28.54
U-649c9841,Discovered Unknown,Unknown Hotspot U-0071,K.R. Pura,13.0358498,77.735893,73,69,0,0.0411,0.4795,0.0959,35,2024-04-02T22:28:46+00:00,NO PARKING,34.96
U-846035fd,Discovered Unknown,Unknown Hotspot U-0219,Devanahalli Airport,13.2449366,77.7130117,73,72,0,0.0411,0.137,0.0,28,2024-04-08T01:16:46+00:00,NO PARKING,32.26
U-e2025135,Discovered Unknown,Unknown Hotspot U-0345,Pulikeshinagar(F.Town),13.007129,77.6215888,73,53,0,0.0137,0.0,0.0411,6,2024-04-07T03:44:46+00:00,NO PARKING,22.62
U-d78f6e60,Discovered Unknown,Unknown Hotspot U-0083,Hennuru,13.0835478,77.6376312,71,69,1,0.0563,0.3239,0.2958,22,2024-01-24T21:13:46+00:00,WRONG PARKING,35.02
U-3f240245,Discovered Unknown,Unknown Hotspot U-0214,Jalahalli,13.0550168,77.5347961,71,70,3,0.1127,0.0141,0.1268,39,2024-04-03T20:25:46+00:00,WRONG PARKING,37.83
U-f5ef0a10,Discovered Unknown,Unknown Hotspot U-0179,K.S. Layout,12.9059165,77.542389,70,69,0,0.0571,0.0143,0.0857,33,2024-04-07T01:25:46+00:00,WRONG PARKING,34.1
U-a6013ef1,Discovered Unknown,Unknown Hotspot U-0205,Jalahalli,13.0688375,77.5300294,70,66,0,0.0143,0.0,0.2429,16,2024-03-17T20:55:46+00:00,WRONG PARKING,31.5
U-f1b42198,Discovered Unknown,Unknown Hotspot U-0373,Banaswadi,13.0035423,77.6627741,69,45,0,0.0145,0.0,0.029,6,2024-02-03T06:20:46+00:00,NO PARKING,21.83
U-6c5165e2,Discovered Unknown,Unknown Hotspot U-0248,Adugodi,12.9402182,77.6199825,69,66,0,0.0435,0.1449,0.4348,11,2024-04-03T05:36:46+00:00,WRONG PARKING,31.52
U-d87d356f,Discovered Unknown,Unknown Hotspot U-0269,Mahadevapura,12.977901,77.7129209,69,67,0,0.058,0.6232,0.0145,3,2024-02-29T20:40:46+00:00,WRONG PARKING,20.81
U-446f48e8,Discovered Unknown,Unknown Hotspot U-0231,Whitefield,12.9688759,77.7498447,68,68,0,0.0147,0.5294,0.0,26,2024-04-04T23:54:46+00:00,NO PARKING,30.29
U-58800513,Discovered Unknown,Unknown Hotspot U-0259,Hennuru,13.0604311,77.6520891,68,67,0,0.0294,0.0,0.2059,10,2024-04-07T23:42:46+00:00,NO PARKING,27.16
U-75e7d8d4,Discovered Unknown,Unknown Hotspot U-0072,High ground,12.9894685,77.5928792,67,61,1,0.0149,0.0149,0.0746,36,2024-04-05T01:25:46+00:00,NO PARKING,33.69
U-c7f60972,Discovered Unknown,Unknown Hotspot U-0162,Rajajinagar,13.016078,77.5499618,67,64,0,0.2687,0.0597,0.0,39,2024-03-28T00:40:46+00:00,WRONG PARKING,36.83
U-c019fd97,Discovered Unknown,Unknown Hotspot U-0249,Chikkabanavara,13.0501624,77.4944991,67,64,0,0.0746,0.0448,0.2985,41,2024-04-01T20:17:46+00:00,WRONG PARKING,38.7
U-138dc542,Discovered Unknown,Unknown Hotspot U-0265,Jnanabharathi,12.9741452,77.5091287,67,66,0,0.0597,0.0,0.1194,34,2024-04-05T04:07:46+00:00,NO PARKING,34.23
U-dc5c7902,Discovered Unknown,Unknown Hotspot U-0023,Electronic City,12.8756809,77.6709639,66,63,0,0.0455,0.2273,0.0152,20,2024-03-17T05:18:46+00:00,WRONG PARKING,28.84
U-b952d59d,Discovered Unknown,Unknown Hotspot U-0226,City Market,12.9686987,77.5791415,64,62,1,0.0156,0.0312,0.0,18,2024-03-31T07:38:46+00:00,WRONG PARKING,27.66
U-1485b04a,Discovered Unknown,Unknown Hotspot U-0342,Whitefield,12.983324,77.7521067,64,59,1,0.1406,0.3594,0.0938,22,2024-04-05T19:09:46+00:00,NO PARKING,32.06
U-d681739d,Discovered Unknown,Unknown Hotspot U-0058,HSR Layout,12.9120413,77.6516425,63,57,0,0.0,0.0,0.0,26,2024-04-02T01:56:46+00:00,NO PARKING,29.27
U-838f2a9f,Discovered Unknown,Unknown Hotspot U-0180,Yeshwanthpura,13.0189546,77.5532821,63,61,0,0.1905,0.2857,0.6825,27,2024-04-07T19:59:46+00:00,WRONG PARKING,42.82
U-e8f05a04,Discovered Unknown,Unknown Hotspot U-0225,Halasur,12.9811187,77.6304775,63,44,1,0.2857,0.746,0.1905,19,2024-04-08T03:38:46+00:00,NO PARKING,34.84
U-efbdce30,Discovered Unknown,Unknown Hotspot U-0243,Jeevanbheemanagar,12.9813263,77.6406964,63,63,0,0.0159,0.873,0.2063,14,2024-03-31T21:11:46+00:00,WRONG PARKING,28.43
U-619f77e4,Discovered Unknown,Unknown Hotspot U-0221,Banaswadi,13.0126934,77.6262158,62,51,1,0.1452,0.0484,0.0323,34,2024-03-29T22:07:46+00:00,NO PARKING,33.53
U-1ee2a871,Discovered Unknown,Unknown Hotspot U-0129,Thalagattapura,12.8757698,77.5438297,61,61,0,0.0492,0.1967,0.0164,35,2024-04-08T05:32:46+00:00,WRONG PARKING,31.78
U-502aaa2a,Discovered Unknown,Unknown Hotspot U-0189,K.S. Layout,12.907732,77.5329001,61,58,0,0.0,0.8197,0.0,37,2024-03-30T01:01:46+00:00,WRONG PARKING,31.29
U-20e31028,Discovered Unknown,Unknown Hotspot U-0206,Sadashivanagar,13.0055817,77.5806627,61,58,0,0.0328,0.3115,0.0656,16,2024-04-05T03:10:46+00:00,NO PARKING,27.44
U-28bd5e2d,Discovered Unknown,Unknown Hotspot U-0033,Madiwala,12.9032496,77.6260082,60,55,0,0.0167,0.0167,0.0333,25,2024-04-03T06:08:46+00:00,NO PARKING,29.02
U-8636cb5c,Discovered Unknown,Unknown Hotspot U-0074,Kamakshipalya,12.9838162,77.5290107,60,55,1,0.05,0.0167,0.05,33,2024-04-07T05:32:46+00:00,NO PARKING,31.8
U-3591e845,Discovered Unknown,Unknown Hotspot U-0024,Peenya,13.0105397,77.5064419,59,54,0,0.3051,0.0678,0.2034,30,2024-04-06T19:48:46+00:00,WRONG PARKING,36.92
U-31559d69,Discovered Unknown,Unknown Hotspot U-0027,HSR Layout,12.9196175,77.6450858,59,56,0,0.0508,0.0,0.0508,23,2024-03-28T02:39:46+00:00,NO PARKING,29.11
U-e650f59a,Discovered Unknown,Unknown Hotspot U-0272,Hebbala,13.0429794,77.5905256,59,49,1,0.1356,0.0508,0.2542,21,2024-04-05T22:35:46+00:00,WRONG PARKING,33.14
U-54989fae,Discovered Unknown,Unknown Hotspot U-0366,Kamakshipalya,13.0141341,77.49208,59,57,0,0.0,0.0169,0.0169,8,2023-12-08T04:16:46+00:00,WRONG PARKING,20.66
U-191d523b,Discovered Unknown,Unknown Hotspot U-0063,Jalahalli,13.0459332,77.5222751,58,58,0,0.0172,0.0172,0.431,35,2024-04-05T19:35:46+00:00,NO PARKING,36.73
U-70ee66e9,Discovered Unknown,Unknown Hotspot U-0126,Pulikeshinagar(F.Town),12.9913406,77.6050233,57,50,0,0.1404,0.2281,0.0351,34,2024-03-29T23:29:46+00:00,WRONG PARKING,32.24
U-79451e09,Discovered Unknown,Unknown Hotspot U-0202,HSR Layout,12.9035192,77.6420905,57,30,3,0.2281,0.0,0.0,8,2024-04-05T05:03:46+00:00,WRONG PARKING,24.88
U-a4a6a9d8,Discovered Unknown,Unknown Hotspot U-0299,Whitefield,12.9381363,77.7467652,57,53,0,0.1404,0.5965,0.0526,31,2024-04-08T04:07:46+00:00,WRONG PARKING,32.05
U-19f16ef2,Discovered Unknown,Unknown Hotspot U-0388,R.T. Nagar,12.9996177,77.5967949,57,33,0,0.0,0.0175,0.0,7,2024-03-08T03:12:46+00:00,WRONG PARKING,19.41
U-a25e2e06,Discovered Unknown,Unknown Hotspot U-0132,Kamakshipalya,12.9854451,77.4798544,55,52,1,0.0182,0.0182,0.0182,11,2024-04-08T00:06:46+00:00,WRONG PARKING,22.45
U-723dc32e,Discovered Unknown,Unknown Hotspot U-0142,Kengeri,12.9144017,77.481294,55,54,0,0.0364,0.1455,0.0182,26,2024-04-05T00:49:46+00:00,NO PARKING,28.42
U-9a231643,Discovered Unknown,Unknown Hotspot U-0212,J.P. Nagar,12.9003339,77.5858614,55,54,0,0.0182,0.0545,0.2545,38,2024-03-31T05:41:46+00:00,NO PARKING,34.35
U-45248e8a,Discovered Unknown,Unknown Hotspot U-0311,Hulimavu,12.876014,77.6166499,55,55,0,0.0182,0.0,0.1273,30,2024-03-23T08:46:46+00:00,NO PARKING,30.69
U-bff992ac,Discovered Unknown,Unknown Hotspot U-0329,K.S. Layout,12.9115078,77.552109,55,51,0,0.5273,0.9455,0.1818,23,2024-03-23T06:23:46+00:00,WRONG PARKING,37.43
U-d816a377,Discovered Unknown,Unknown Hotspot U-0101,Kamakshipalya,12.9994666,77.4887382,54,54,0,0.0185,0.0185,0.0,9,2024-03-15T07:39:46+00:00,WRONG PARKING,20.4
U-35902f49,Discovered Unknown,Unknown Hotspot U-0209,HAL Old Airport,12.9697503,77.7004333,54,51,0,0.037,0.2037,0.0185,16,2024-04-07T04:47:46+00:00,NO PARKING,25.13
U-d5263b17,Discovered Unknown,Unknown Hotspot U-0241,Banashankari,12.9384018,77.5334704,54,48,0,0.2222,0.037,0.1667,14,2024-04-02T23:11:46+00:00,WRONG PARKING,28.82
U-8ee5ec00,Discovered Unknown,Unknown Hotspot U-0261,HSR Layout,12.9059345,77.6385853,53,45,0,0.0943,0.0,0.1132,27,2024-04-03T06:16:46+00:00,WRONG PARKING,30.46
U-3e2cedab,Discovered Unknown,Unknown Hotspot U-0305,Hebbala,13.055761,77.594073,53,46,0,0.0,0.0377,0.0189,13,2024-04-04T00:46:46+00:00,NO PARKING,22.46
U-87268ac6,Discovered Unknown,Unknown Hotspot U-0284,Hennuru,13.0500988,77.6302501,53,35,1,0.0,0.0,0.8302,6,2024-04-07T08:40:46+00:00,NO PARKING,30.63
U-c7fb5150,Discovered Unknown,Unknown Hotspot U-0094,Hulimavu,12.8576554,77.5890331,52,51,0,0.1154,0.0,0.1346,28,2024-04-01T23:39:46+00:00,NO PARKING,31.09
U-43599fea,Discovered Unknown,Unknown Hotspot U-0116,K.R. Pura,13.026376,77.7205876,52,52,0,0.0769,0.0192,0.1923,27,2024-03-22T07:46:46+00:00,NO PARKING,31.13
U-8b787a99,Discovered Unknown,Unknown Hotspot U-0232,Chikkabanavara,13.0502388,77.5077454,52,49,0,0.0385,0.0,0.25,20,2024-04-05T07:27:46+00:00,WRONG PARKING,29.35
U-bf482503,Discovered Unknown,Unknown Hotspot U-0294,Mahadevapura,12.9936064,77.7172537,52,50,0,0.0192,0.2115,0.1538,25,2024-04-06T06:47:46+00:00,WRONG PARKING,28.93
U-d4aeb1aa,Discovered Unknown,Unknown Hotspot U-0052,Kengeri,12.9170501,77.5001856,51,45,0,0.0,0.0196,0.0,7,2023-11-30T05:55:46+00:00,NO PARKING,17.74
U-667b93b2,Discovered Unknown,Unknown Hotspot U-0193,J.P. Nagar,12.9014316,77.5937774,51,24,3,0.0,0.0196,0.0,15,2024-04-06T22:54:46+00:00,NO PARKING,24.59
U-8370db61,Discovered Unknown,Unknown Hotspot U-0291,Adugodi,12.9395067,77.6255715,51,49,0,0.1176,0.0,0.2941,16,2024-03-26T23:10:46+00:00,NO PARKING,29.59
U-b5b3ce01,Discovered Unknown,Unknown Hotspot U-0100,No Police Station,13.0586889,77.4664061,50,50,0,0.14,0.06,0.16,17,2024-04-08T07:59:46+00:00,WRONG PARKING,27.85
U-4288e597,Discovered Unknown,Unknown Hotspot U-0187,Whitefield,12.9557599,77.7185076,50,48,0,0.14,0.72,0.1,25,2024-04-06T00:44:46+00:00,WRONG PARKING,29.32
U-175d2faa,Discovered Unknown,Unknown Hotspot U-0234,Yelahanka,13.0817164,77.5482309,50,45,0,0.04,0.16,0.1,33,2024-04-06T05:29:46+00:00,NO PARKING,29.57
U-b926ccb3,Discovered Unknown,Unknown Hotspot U-0242,Electronic City,12.8356364,77.679175,50,50,0,0.08,0.88,0.12,31,2024-03-29T06:18:46+00:00,WRONG PARKING,30.23
U-e0df76a1,Discovered Unknown,Unknown Hotspot U-0070,K.S. Layout,12.8938489,77.5678172,49,41,0,0.0408,0.0204,0.0,27,2024-04-06T07:21:46+00:00,NO PARKING,26.73
U-9613bb41,Discovered Unknown,Unknown Hotspot U-0256,Hulimavu,12.8729625,77.5942169,48,46,0,0.0208,0.0,0.3333,9,2024-03-04T06:10:46+00:00,WRONG PARKING,23.85
U-9efb42d8,Discovered Unknown,Unknown Hotspot U-0379,Jalahalli,13.0456411,77.5485741,48,46,0,0.0625,0.6875,0.375,8,2024-02-09T22:10:46+00:00,NO PARKING,24.15
U-63b90cf1,Discovered Unknown,Unknown Hotspot U-0323,No Police Station,12.8835077,77.7522697,48,47,0,0.2708,0.25,0.125,27,2024-03-26T20:50:46+00:00,WRONG PARKING,31.97
U-69dacb30,Discovered Unknown,Unknown Hotspot U-0340,Hulimavu,12.884162,77.5980747,48,38,0,0.0208,0.0,0.0,3,2024-03-13T22:02:46+00:00,WRONG PARKING,15.29
U-f4ee3b78,Discovered Unknown,Unknown Hotspot U-0227,Banaswadi,13.0019882,77.63267,47,46,0,0.0426,0.0213,0.0213,12,2024-03-12T05:04:46+00:00,NO PARKING,20.96
U-5e403a1c,Discovered Unknown,Unknown Hotspot U-0200,Cubbon Park,12.9731678,77.6000946,46,46,1,0.0652,0.0,0.0435,27,2024-04-02T03:46:46+00:00,NO PARKING,27.55
U-7cff88a6,Discovered Unknown,Unknown Hotspot U-0124,Jayanagara,12.9315211,77.5925501,46,44,0,0.0217,0.0,0.1087,9,2024-01-19T21:18:46+00:00,WRONG PARKING,20.06
U-75b5cdf3,Discovered Unknown,Unknown Hotspot U-0325,Kodigehalli,13.0290264,77.5809543,46,43,0,0.0217,0.0,0.0,4,2024-04-06T05:27:46+00:00,WRONG PARKING,15.46
U-0cebaab4,Discovered Unknown,Unknown Hotspot U-0371,Thalagattapura,12.862511,77.5303238,46,42,0,0.0217,0.0435,0.0,12,2024-01-18T21:23:46+00:00,NO PARKING,20.24
U-9c8feae0,Discovered Unknown,Unknown Hotspot U-0217,Bellandur,12.9015144,77.6604632,45,44,0,0.0222,0.0222,0.1778,26,2024-03-29T06:49:46+00:00,WRONG PARKING,27.79
U-c6a2e643,Discovered Unknown,Unknown Hotspot U-0328,Thalagattapura,12.8795786,77.5453776,44,41,0,0.0,0.0227,0.0227,23,2024-04-07T21:25:46+00:00,WRONG PARKING,24.24
U-e80bd445,Discovered Unknown,Unknown Hotspot U-0042,Jalahalli,13.0489809,77.543353,44,44,0,0.0682,0.7045,0.0,16,2024-04-02T06:03:46+00:00,NO PARKING,22.86
U-3e130199,Discovered Unknown,Unknown Hotspot U-0060,Kengeri,12.9114002,77.4803454,43,43,1,0.0233,0.2558,0.0465,20,2024-03-29T06:00:46+00:00,NO PARKING,24.31
U-cdba5587,Discovered Unknown,Unknown Hotspot U-0137,K.R. Pura,13.0194878,77.7087255,43,43,0,0.3023,0.0233,0.186,23,2024-04-07T02:22:46+00:00,WRONG PARKING,31.05
U-05df2130,Discovered Unknown,Unknown Hotspot U-0324,Hennuru,13.068787,77.6260371,43,41,0,0.0,0.1163,0.3953,12,2024-04-05T04:39:46+00:00,NO PARKING,25.23
U-d88b349b,Discovered Unknown,Unknown Hotspot U-0166,Jalahalli,13.0473107,77.5425154,42,40,0,0.1905,0.6429,0.0952,21,2024-03-25T06:43:46+00:00,NO PARKING,27.14
U-9bd6f085,Discovered Unknown,Unknown Hotspot U-0330,Yelahanka,13.0982793,77.5845631,42,41,0,0.0,0.0,0.0,7,2024-04-03T04:51:46+00:00,WRONG PARKING,15.71
U-2496b1e7,Discovered Unknown,Unknown Hotspot U-0030,Mahadevapura,13.0090398,77.7588526,41,38,0,0.0,0.0,0.0488,13,2024-02-07T01:32:46+00:00,NO PARKING,20.09
U-7940bd79,Discovered Unknown,Unknown Hotspot U-0224,Yelahanka,13.1168201,77.5779627,41,40,0,0.0244,0.0,0.0976,10,2024-02-22T21:57:46+00:00,NO PARKING,19.48
U-8fe5d0d3,Discovered Unknown,Unknown Hotspot U-0295,Jeevanbheemanagar,12.9839369,77.6406413,41,38,0,0.0244,0.6829,0.0,9,2024-04-05T21:44:46+00:00,WRONG PARKING,17.41
U-8e5d9110,Discovered Unknown,Unknown Hotspot U-0326,Sadashivanagar,12.9993112,77.583791,41,24,0,0.0,0.0732,0.0244,8,2024-04-04T02:32:46+00:00,WRONG PARKING,16.46
U-8496eaa2,Discovered Unknown,Unknown Hotspot U-0254,High ground,12.9935393,77.5955619,40,35,0,0.025,0.025,0.0,21,2024-04-07T21:05:46+00:00,WRONG PARKING,22.7
U-e49940be,Discovered Unknown,Unknown Hotspot U-0119,HSR Layout,12.9149163,77.6323226,40,37,0,0.05,0.025,0.0,12,2024-03-15T05:57:46+00:00,NO PARKING,19.25
U-3570bf54,Discovered Unknown,Unknown Hotspot U-0237,K.G. Halli,13.0419605,77.6136467,40,39,0,0.25,0.475,0.025,18,2024-04-02T01:46:46+00:00,WRONG PARKING,25.59
U-8c23819f,Discovered Unknown,Unknown Hotspot U-0327,Bellandur,12.9042338,77.6759627,40,39,0,0.05,0.075,0.325,17,2024-04-08T08:24:46+00:00,NO PARKING,26.69
U-01cad163,Discovered Unknown,Unknown Hotspot U-0152,Ashok Nagar,12.9673164,77.6084668,39,34,0,0.0256,0.0256,0.1282,15,2024-02-27T04:26:46+00:00,NO PARKING,22.12
U-bd352858,Discovered Unknown,Unknown Hotspot U-0279,Yeshwanthpura,13.0320473,77.5638549,39,34,0,0.0,0.0,0.0,5,2024-03-31T01:36:46+00:00,WRONG PARKING,13.73
U-8bbde975,Discovered Unknown,Unknown Hotspot U-0318,No Police Station,13.060787,77.4612433,39,39,0,0.0,0.0513,0.0,14,2024-04-07T04:33:46+00:00,WRONG PARKING,19.21
U-610e4d83,Discovered Unknown,Unknown Hotspot U-0376,Yelahanka,13.1199416,77.6100166,39,38,0,0.6154,0.0,0.0,9,2024-01-15T21:36:46+00:00,WRONG PARKING,25.57
U-0e56767a,Discovered Unknown,Unknown Hotspot U-0110,Chamarajpet,12.9688346,77.567966,38,37,0,0.0789,0.4474,0.2895,20,2024-04-08T03:32:46+00:00,NO PARKING,26.94
U-dc58605a,Discovered Unknown,Unknown Hotspot U-0233,Sheshadripuram,12.9933323,77.5681619,38,36,1,0.2105,0.1316,0.0,9,2024-03-17T22:33:46+00:00,NO PARKING,19.57
